cluster_id,score_supervised_full
879,0.00010966271330801905
880,0.00010123106000170549
881,4.33014111988438e-05
882,0.00011124608952710016
883,7.185736378070893e-05
884,0.0001271179421258383
885,8.903408457757796e-05
886,3.759067437657187e-05
887,3.277771705274918e-05
888,5.5792538903736045e-05
889,0.0001237763857925531
890,2.2928130484507014e-05
891,5.8314499154218505e-05
892,1.3711408421132944e-05
893,7.537847758247131e-05
894,5.8638781860524305e-05
895,5.5792538903736045e-05
896,0.00024481799664329603
897,0.0002973819909402687
898,0.0001458257278903822
899,9.318797328595068e-05
900,3.967875072813967e-05
901,0.00017810582424290469
902,0.0001714263559962587
903,0.00010123106000170549
904,5.8314499154218505e-05
905,5.5792538903736045e-05
906,6.641381392603776e-05
907,7.562431313004786e-05
908,5.557638056356535e-05
909,4.540121430718667e-05
910,3.277771705274918e-05
911,5.4572048926937234e-05
912,8.137715032324791e-05
913,0.00010115494177366924
914,4.3174335854520414e-05
915,1.4261121226533763e-05
916,7.308835386430944e-05
917,5.9795711670638015e-05
918,8.903408457757796e-05
919,6.513956585773506e-05
920,5.5792538903736045e-05
921,7.979131884753436e-05
922,5.4572048926937234e-05
923,6.207004696356294e-05
924,3.277771705274918e-05
925,7.979131884753436e-05
926,9.745930596232808e-05
927,7.550686202559025e-05
928,3.3592120947808416e-05
929,0.00010983884032524338
930,5.324010415267974e-05
931,0.43700636149722566
932,3.277771705274918e-05
933,7.979131884753436e-05
934,4.4942084313084635e-05
935,5.4572048926937234e-05
936,3.702104080416058e-05
937,0.00011272008059849524
938,0.00010123106000170549
939,0.00010123106000170549
940,0.00010123106000170549
941,0.00010002372579605706
942,7.979131884753436e-05
943,3.0255617066206472e-05
944,1.3068476665480337e-05
945,4.540121430718667e-05
946,0.00022036955236575737
947,5.5395712172398854e-05
948,4.302413096533109e-05
949,5.331076351241896e-05
950,0.0001542218380836669
951,9.858703122030309e-05
952,6.152891779582762e-05
953,5.557638056356535e-05
954,0.0010577393276053862
955,6.875368781563539e-05
956,0.0001271179421258383
957,0.00018272796568327026
958,5.5792538903736045e-05
959,8.377229314746813e-05
960,3.759067437657187e-05
961,0.00011388715806033147
962,7.912323388204173e-05
963,4.302413096533109e-05
964,0.00011103243818651994
965,7.979131884753436e-05
966,3.0255617066206472e-05
967,0.00010123106000170549
968,8.094384935282226e-05
969,4.661056117510218e-05
970,9.02473310859632e-05
971,0.00010652662512241129
972,3.277771705274918e-05
973,9.492480001802941e-06
974,8.461174909592153e-05
975,4.7146685011349875e-05
976,0.0002410710672780529
977,1.603162507756613e-05
978,5.9123212113154646e-05
979,5.474731009596402e-05
980,3.277771705274918e-05
981,8.461174909592153e-05
982,4.6212434981040124e-05
983,7.979131884753436e-05
984,7.979131884753436e-05
985,0.0003483786689513814
986,4.492017014917123e-05
