kind,kappa_hat,r_emp
astroturf,1665.7297442598287,0.8915917277336121
astroturf,1115.5684242755187,0.842902421951294
astroturf,1011.6213150548958,0.8283845782279968
astroturf,1479.5114753841376,0.8788694143295288
astroturf,1477.1901010804247,0.8786920309066772
astroturf,1885.8378544618138,0.903572142124176
astroturf,1325.2319243902125,0.8658373355865479
astroturf,1097.9531070276398,0.8406161069869995
astroturf,1387.6377815744872,0.8714308142662048
astroturf,1890.82731018833,0.9038131833076477
astroturf,1456.0934351719948,0.8770559430122375
astroturf,1750.7510958940095,0.8965550661087036
astroturf,1695.160101401631,0.8933626413345337
astroturf,1528.7919006589889,0.8825168609619141
astroturf,2137.018168856099,0.9143771529197693
astroturf,1142.2017289461949,0.8462381958961487
astroturf,1987.909285897547,0.9082750678062439
astroturf,2425.864495401751,0.9241551160812378
astroturf,1472.66514786476,0.8783447742462158
astroturf,1713.76677400907,0.8944528102874756
astroturf,1647.9037657590056,0.8904902935028076
astroturf,1911.4106714061409,0.9047949910163879
astroturf,2490.7249585541226,0.9260518550872803
astroturf,1828.2904609880354,0.9007023572921753
astroturf,1548.378999476449,0.8839065432548523
astroturf,1855.7458187387856,0.902092456817627
astroturf,1101.1379895027442,0.8410343527793884
astroturf,1813.0754898094876,0.8999149203300476
astroturf,1836.5017291878578,0.9011222124099731
astroturf,1256.3166374939965,0.8590700030326843
astroturf,1205.5795546411873,0.8536375761032104
astroturf,2255.600276887026,0.9186805486679077
astroturf,2375.012995696819,0.9225987195968628
astroturf,1804.2287803923243,0.8994513154029846
astroturf,1417.4057362911744,0.8739386200904846
astroturf,1242.1236683571358,0.8575911521911621
astroturf,2358.4322135441357,0.9220773577690125
astroturf,1897.896197531121,0.9041526317596436
astroturf,1429.9904810355151,0.8749697804450989
astroturf,1305.1918316843607,0.8639370203018188
astroturf,1129.2904879834364,0.8446388244628906
astroturf,1675.669589611716,0.8921963572502136
astroturf,2482.4254013830673,0.9258144497871399
astroturf,1390.2237823385897,0.8716526031494141
astroturf,1567.391030932166,0.885224461555481
astroturf,1460.3641561496183,0.8773906826972961
astroturf,1203.8665999107186,0.853446900844574
astroturf,1872.5174398473946,0.9029226899147034
astroturf,1230.9042929788657,0.8564001321792603
astroturf,2078.202586777531,0.91206955909729
astroturf,1710.0169021919166,0.8942348957061768
astroturf,1759.0503460592167,0.897015392780304
astroturf,1902.5243840141623,0.9043735861778259
astroturf,2301.889039036107,0.9202454686164856
astroturf,1708.9550558850094,0.8941730260848999
astroturf,1543.297245225474,0.883549153804779
astroturf,1762.2367653729048,0.897191047668457
astroturf,1806.0918826180828,0.8995493054389954
astroturf,2106.410156399792,0.913191556930542
astroturf,1328.4273814507187,0.8661354780197144
astroturf,2216.024099300051,0.917293131351471
