cluster_id,n,n_unique_at_hi_gamma,frac_unclustered_at_hi,fragmentation_rate,frac_astroturf,frac_advocacy,y_astro,y_adv
216,47,5,0.0,0.10638297872340426,0.0,0.0,0,0
217,47,8,0.0,0.1702127659574468,0.0,0.0,0,0
218,47,2,0.0,0.0425531914893617,0.0,0.0,0,0
219,47,3,0.0,0.06382978723404255,0.0,0.0,0,0
220,47,5,0.0,0.10638297872340426,0.0,0.0,0,0
221,47,2,0.0,0.0425531914893617,0.0,0.0,0,0
222,47,3,0.0,0.06382978723404255,0.0,0.0,0,0
223,47,2,0.0,0.0425531914893617,0.0,0.0,0,0
224,47,4,0.0,0.0851063829787234,0.0,0.0,0,0
225,47,4,0.0,0.0851063829787234,0.0,0.0,0,0
226,47,7,0.0,0.14893617021276595,0.0,0.0,0,0
227,47,3,0.0,0.06382978723404255,0.0,0.0,0,0
228,47,4,0.0,0.0851063829787234,0.0,0.0,0,0
229,47,2,0.0,0.0425531914893617,0.0,0.0,0,0
230,47,7,0.0,0.14893617021276595,0.0,0.0,0,0
231,47,7,0.0,0.14893617021276595,0.0,0.0,0,0
232,47,8,0.0,0.1702127659574468,0.0,0.0,0,0
233,47,7,0.0,0.14893617021276595,0.0,0.4893617021276595,0,0
234,47,6,0.0,0.1276595744680851,0.0,0.0,0,0
235,47,2,0.0,0.0425531914893617,0.0,0.0,0,0
236,47,3,0.0,0.06382978723404255,0.0,0.0,0,0
237,47,2,0.0,0.0425531914893617,0.0,0.0,0,0
238,47,2,0.0,0.0425531914893617,0.0,0.0,0,0
239,47,4,0.0,0.0851063829787234,0.0,0.0,0,0
240,47,5,0.0,0.10638297872340426,0.0,0.0,0,0
241,46,7,0.0,0.15217391304347827,0.0,0.0,0,0
242,46,19,0.0,0.41304347826086957,0.0,0.0,0,0
243,46,4,0.0,0.08695652173913043,0.0,0.0,0,0
244,46,2,0.0,0.043478260869565216,0.0,0.0,0,0
245,46,4,0.0,0.08695652173913043,0.0,0.0,0,0
246,46,5,0.0,0.10869565217391304,0.0,0.0,0,0
247,46,4,0.0,0.08695652173913043,0.0,0.0,0,0
248,46,7,0.0,0.15217391304347827,0.0,0.0,0,0
249,46,4,0.0,0.08695652173913043,0.0,0.0,0,0
250,46,3,0.0,0.06521739130434782,0.0,0.0,0,0
251,46,3,0.0,0.06521739130434782,0.0,0.0,0,0
252,46,4,0.0,0.08695652173913043,0.0,0.0,0,0
253,46,6,0.0,0.13043478260869565,0.0,0.0,0,0
254,46,4,0.0,0.08695652173913043,0.0,0.2608695652173913,0,0
255,46,6,0.0,0.13043478260869565,0.0,0.0,0,0
256,46,6,0.0,0.13043478260869565,0.0,0.0,0,0
257,46,3,0.0,0.06521739130434782,0.0,0.0434782608695652,0,0
258,46,10,0.0,0.21739130434782608,0.0,0.3260869565217391,0,0
259,46,9,0.0,0.1956521739130435,0.0,0.0,0,0
260,46,5,0.0,0.10869565217391304,0.0,0.0,0,0
261,46,5,0.0,0.10869565217391304,0.0,0.0,0,0
262,46,3,0.0,0.06521739130434782,0.0,0.0,0,0
263,46,5,0.0,0.10869565217391304,0.0,0.0,0,0
264,46,1,0.0,0.021739130434782608,0.0,0.0,0,0
265,46,1,0.0,0.021739130434782608,0.0,0.0,0,0
266,46,1,0.0,0.021739130434782608,0.0,0.0,0,0
267,46,2,0.0,0.043478260869565216,0.0,0.0,0,0
