method,k,precision,recall
Mixture-LR (log_e),1701,0.0,0.0
Mixture-LR (log_e),1751,0.0,0.0
Mixture-LR (log_e),1801,0.0,0.0
Mixture-LR (log_e),1851,0.0,0.0
Mixture-LR (log_e),1901,0.0,0.0
Mixture-LR (log_e),1951,0.0,0.0
Mixture-LR (log_e),2001,0.0,0.0
Mixture-LR (log_e),2051,0.0,0.0
Mixture-LR (log_e),2101,0.0,0.0
Mixture-LR (log_e),2151,0.0,0.0
Mixture-LR (log_e),2201,0.0,0.0
Mixture-LR (log_e),2251,0.0,0.0
Mixture-LR (log_e),2301,0.0,0.0
Mixture-LR (log_e),2351,0.0,0.0
Mixture-LR (log_e),2401,0.0,0.0
Mixture-LR (log_e),2451,0.0,0.0
Mixture-LR (log_e),2501,0.0,0.0
Mixture-LR (log_e),2551,0.0,0.0
Mixture-LR (log_e),2601,0.0,0.0
Mixture-LR (log_e),2651,0.0,0.0
Mixture-LR (log_e),2701,0.0,0.0
Mixture-LR (log_e),2751,0.0,0.0
Mixture-LR (log_e),2801,0.0,0.0
Mixture-LR (log_e),2851,0.0,0.0
Mixture-LR (log_e),2901,0.0,0.0
Mixture-LR (log_e),2951,0.0,0.0
Mixture-LR (log_e),3001,0.0,0.0
Mixture-LR (log_e),3051,0.0,0.0
Mixture-LR (log_e),3101,0.0,0.0
Mixture-LR (log_e),3151,0.0,0.0
Mixture-LR (log_e),3201,0.0,0.0
Mixture-LR (log_e),3251,0.0,0.0
Mixture-LR (log_e),3301,0.0,0.0
Mixture-LR (log_e),3351,0.0,0.0
Mixture-LR (log_e),3401,0.0,0.0
Mixture-LR (log_e),3451,0.0002897710808461316,0.00016469038208168644
Mixture-LR (log_e),3501,0.00028563267637817766,0.00016469038208168644
Mixture-LR (log_e),3551,0.000281610813855252,0.00016469038208168644
Mixture-LR (log_e),3601,0.00027770063871146905,0.00016469038208168644
Mixture-LR (log_e),3651,0.0002738975623116954,0.00016469038208168644
Mixture-LR (log_e),3701,0.0002701972439881113,0.00016469038208168644
Mixture-LR (log_e),3751,0.0005331911490269261,0.00032938076416337287
Mixture-LR (log_e),3801,0.0005261773217574323,0.00032938076416337287
Mixture-LR (log_e),3851,0.0005193456245131135,0.00032938076416337287
Mixture-LR (log_e),3901,0.0005126890540886952,0.00032938076416337287
Mixture-LR (log_e),3951,0.0007593014426727411,0.0004940711462450593
Mixture-LR (log_e),4001,0.000999750062484379,0.0006587615283267457
Mixture-LR (log_e),4051,0.0009874105159219946,0.0006587615283267457
Mixture-LR (log_e),4101,0.000975371860521824,0.0006587615283267457
Mixture-LR (log_e),4151,0.000963623223319682,0.0006587615283267457
Mixture-LR (log_e),4201,0.0016662699357295882,0.001152832674571805
Mixture-LR (log_e),4251,0.0018819101387908728,0.0013175230566534915
Mixture-LR (log_e),4301,0.0023250406882120438,0.0016469038208168643
Mixture-LR (log_e),4351,0.002528154447253505,0.0018115942028985507
Mixture-LR (log_e),4401,0.00408997955010225,0.0029644268774703555
Mixture-LR (log_e),4451,0.004044035048303752,0.0029644268774703555
Mixture-LR (log_e),4501,0.004221284159075761,0.003129117259552042
Mixture-LR (log_e),4551,0.004174906613931004,0.003129117259552042
Mixture-LR (log_e),4601,0.0043468811128015645,0.0032938076416337285
Mixture-LR (log_e),4651,0.004515158030531069,0.003458498023715415
Mixture-LR (log_e),4701,0.005956179536268879,0.00461133069828722
Mixture-LR (log_e),4751,0.007156388128814986,0.005599472990777339
Mixture-LR (log_e),4801,0.007498437825453031,0.005928853754940711
Mixture-LR (log_e),4851,0.007627293341579056,0.006093544137022398
Mixture-LR (log_e),4901,0.008569679657212814,0.00691699604743083
Mixture-LR (log_e),4951,0.010906887497475258,0.008893280632411068
Mixture-LR (log_e),5001,0.011597680463907219,0.009552042160737812
Mixture-LR (log_e),5051,0.012472777667788556,0.010375494071146246
Mixture-LR (log_e),5101,0.014506959419721624,0.012187088274044796
Mixture-LR (log_e),5151,0.0166957872257814,0.014163372859025032
Mixture-LR (log_e),5201,0.020380696019996154,0.01745718050065876
Mixture-LR (log_e),5251,0.022852789944772425,0.019762845849802372
Mixture-LR (log_e),5301,0.025844180343331448,0.02256258234519104
Mixture-LR (log_e),5351,0.02934031022238834,0.025856389986824768
Mixture-LR (log_e),5401,0.03406776522866136,0.030303030303030304
Mixture-LR (log_e),5451,0.03760777838928637,0.03376152832674572
Mixture-LR (log_e),5501,0.04053808398473005,0.03672595520421607
Mixture-LR (log_e),5551,0.04341560079264997,0.03969038208168643
Mixture-LR (log_e),5601,0.04731297982503124,0.043642951251646904
Mixture-LR (log_e),5651,0.051318350734383296,0.047760210803689064
Mixture-LR (log_e),5701,0.05630591124364147,0.052865612648221344
Mixture-LR (log_e),5751,0.05981568422882977,0.05665349143610013
Mixture-LR (log_e),5801,0.06360972246164455,0.060770750988142296
Mixture-LR (log_e),5851,0.0685352931122885,0.06604084321475626
Mixture-LR (log_e),5901,0.07253007964751737,0.07048748353096179
Mixture-LR (log_e),5951,0.07528146529994958,0.07378129117259552
Mixture-LR (log_e),6001,0.07982002999500083,0.07888669301712779
Mixture-LR (log_e),6051,0.0842835894893406,0.08399209486166008
Mixture-LR (log_e),6101,0.0885100803147025,0.08893280632411067
Mixture-LR (log_e),6151,0.090716956592424,0.09189723320158102
Mixture-LR (log_e),6201,0.09079180777293985,0.09272068511198946
Mixture-LR (log_e),6251,0.09086546152615582,0.09354413702239789
Mixture-LR (log_e),6301,0.09141406126011745,0.09486166007905138
Mixture-LR (log_e),6351,0.09211147850732168,0.09634387351778656
Mixture-LR (log_e),6401,0.09295422590220279,0.09799077733860342
Mixture-LR (log_e),6451,0.09424895365059681,0.10013175230566534
Mixture-LR (log_e),6501,0.09598523304107061,0.10276679841897234
Mixture-LR (log_e),6551,0.09861089909937414,0.10638998682476944
Mixture-LR (log_e),6601,0.10028783517648841,0.10902503293807642
Mixture-LR (log_e),6651,0.10299203127349271,0.1128129117259552
Mixture-LR (log_e),6701,0.10580510371586331,0.11676548089591568
Mixture-LR (log_e),6751,0.10872463338764628,0.12088274044795784
Mixture-LR (log_e),6801,0.11086604911042494,0.12417654808959157
Mixture-LR (log_e),6851,0.11399795650270034,0.1286231884057971
Mixture-LR (log_e),6901,0.1163599478336473,0.1322463768115942
Mixture-LR (log_e),6951,0.11940727952812545,0.13669301712779974
Mixture-LR (log_e),7001,0.12269675760605628,0.14146903820816864
Mixture-LR (log_e),7051,0.12253581052333003,0.1422924901185771
Mixture-LR (log_e),7101,0.12336290663286861,0.1442687747035573
Mixture-LR (log_e),7151,0.12487763949098028,0.14706851119894598
Mixture-LR (log_e),7201,0.12581585890848493,0.1492094861660079
Mixture-LR (log_e),7251,0.1268790511653565,0.15151515151515152
Mixture-LR (log_e),7301,0.1287494863717299,0.15480895915678525
Mixture-LR (log_e),7351,0.13045844102843152,0.15793807641633728
Mixture-LR (log_e),7401,0.13187407107147683,0.16073781291172595
Mixture-LR (log_e),7451,0.1346128036505167,0.1651844532279315
Mixture-LR (log_e),7501,0.1371817091054526,0.16946640316205533
Mixture-LR (log_e),7551,0.13878956429611972,0.1725955204216074
Mixture-LR (log_e),7601,0.14129719773713986,0.17687747035573123
Mixture-LR (log_e),7651,0.14324924846425305,0.18050065876152832
Mixture-LR (log_e),7701,0.14582521750422023,0.18494729907773386
Mixture-LR (log_e),7751,0.14940007740936653,0.1907114624505929
Mixture-LR (log_e),7801,0.15177541340853737,0.19499341238471674
Mixture-LR (log_e),7851,0.15412049420455992,0.19927536231884058
Mixture-LR (log_e),7901,0.157954689279838,0.20553359683794467
Mixture-LR (log_e),7951,0.1606087284618287,0.21030961791831357
Mixture-LR (log_e),8001,0.16297962754655668,0.2147562582345191
Mixture-LR (log_e),8051,0.16594211899142963,0.22002635046113306
Mixture-LR (log_e),8101,0.16849771633131713,0.22480237154150198
Mixture-LR (log_e),8151,0.17188075082811924,0.2307312252964427
Mixture-LR (log_e),8201,0.1746128520912084,0.23583662714097497
Mixture-LR (log_e),8251,0.17767543328081445,0.24143610013175232
Mixture-LR (log_e),8301,0.18106252258764005,0.2475296442687747
Mixture-LR (log_e),8351,0.18416956053167285,0.25329380764163373
Mixture-LR (log_e),8401,0.18640638019283418,0.25790513833992096
Mixture-LR (log_e),8451,0.18920837770678026,0.2633399209486166
Mixture-LR (log_e),8501,0.19209504764145394,0.2689393939393939
Mixture-LR (log_e),8551,0.19471406852999648,0.27420948616600793
Mixture-LR (log_e),8601,0.19741890477851412,0.27964426877470355
Mixture-LR (log_e),8651,0.2004392555773899,0.2855731225296443
Mixture-LR (log_e),8701,0.20239052982415814,0.2900197628458498
Mixture-LR (log_e),8751,0.20511941492400868,0.29561923583662714
Mixture-LR (log_e),8801,0.20736279968185434,0.30055994729907776
Mixture-LR (log_e),8851,0.2096938199073551,0.30566534914361
Mixture-LR (log_e),8901,0.2126727334007415,0.3117588932806324
Mixture-LR (log_e),8951,0.2158418053848732,0.3181818181818182
Mixture-LR (log_e),9001,0.21842017553605156,0.3237812911725955
