cluster_id,n_members,n_matched_buzzfeed,frac_matched_buzzfeed,n_astroturf,frac_astroturf,n_advocacy,frac_advocacy,top_label
24849,7,7,1.0,7,1.0,0,0.0,astroturf:Media Bridge LLC (NY AG)
24864,7,7,1.0,7,1.0,0,0.0,astroturf:Media Bridge LLC (NY AG)
14468,8,8,1.0,8,1.0,0,0.0,astroturf:Media Bridge LLC (NY AG)
14467,8,8,1.0,8,1.0,0,0.0,astroturf:Media Bridge LLC (NY AG)
14466,8,8,1.0,8,1.0,0,0.0,astroturf:Media Bridge LLC (NY AG)
14465,8,8,1.0,8,1.0,0,0.0,astroturf:Media Bridge LLC (NY AG)
14464,8,8,1.0,8,1.0,0,0.0,astroturf:Media Bridge LLC (NY AG)
14462,8,8,1.0,8,1.0,0,0.0,astroturf:Media Bridge LLC (NY AG)
14461,8,8,1.0,8,1.0,0,0.0,astroturf:Media Bridge LLC (NY AG)
14460,8,8,1.0,8,1.0,0,0.0,astroturf:Media Bridge LLC (NY AG)
8409,9,9,1.0,9,1.0,0,0.0,astroturf:Media Bridge LLC (NY AG)
8410,9,9,1.0,9,1.0,0,0.0,astroturf:Media Bridge LLC (NY AG)
8412,9,9,1.0,9,1.0,0,0.0,astroturf:Media Bridge LLC (NY AG)
8433,9,9,1.0,9,1.0,0,0.0,astroturf:Media Bridge LLC (NY AG)
8435,9,9,1.0,9,1.0,0,0.0,astroturf:Media Bridge LLC (NY AG)
8436,9,9,1.0,9,1.0,0,0.0,astroturf:Media Bridge LLC (NY AG)
8437,9,9,1.0,9,1.0,0,0.0,astroturf:Media Bridge LLC (NY AG)
8438,9,9,1.0,9,1.0,0,0.0,astroturf:Media Bridge LLC (NY AG)
25661,7,7,1.0,7,1.0,0,0.0,astroturf:Media Bridge LLC (NY AG)
8439,9,9,1.0,9,1.0,0,0.0,astroturf:Media Bridge LLC (NY AG)
8440,9,9,1.0,9,1.0,0,0.0,astroturf:Media Bridge LLC (NY AG)
8441,9,9,1.0,9,1.0,0,0.0,astroturf:Media Bridge LLC (NY AG)
8442,9,9,1.0,9,1.0,0,0.0,astroturf:Media Bridge LLC (NY AG)
8443,9,9,1.0,9,1.0,0,0.0,astroturf:Media Bridge LLC (NY AG)
8444,9,9,1.0,9,1.0,0,0.0,astroturf:Media Bridge LLC (NY AG)
8445,9,9,1.0,9,1.0,0,0.0,astroturf:Media Bridge LLC (NY AG)
8446,9,9,1.0,9,1.0,0,0.0,astroturf:Media Bridge LLC (NY AG)
8447,9,9,1.0,9,1.0,0,0.0,astroturf:Media Bridge LLC (NY AG)
8448,9,9,1.0,9,1.0,0,0.0,astroturf:Media Bridge LLC (NY AG)
8449,9,9,1.0,9,1.0,0,0.0,astroturf:Media Bridge LLC (NY AG)
8450,9,9,1.0,9,1.0,0,0.0,astroturf:Media Bridge LLC (NY AG)
8451,9,9,1.0,9,1.0,0,0.0,astroturf:Media Bridge LLC (NY AG)
8453,9,9,1.0,9,1.0,0,0.0,astroturf:Media Bridge LLC (NY AG)
25765,7,7,1.0,7,1.0,0,0.0,astroturf:Media Bridge LLC (NY AG)
8454,9,9,1.0,9,1.0,0,0.0,astroturf:Media Bridge LLC (NY AG)
8434,9,9,1.0,9,1.0,0,0.0,astroturf:Media Bridge LLC (NY AG)
8432,9,9,1.0,9,1.0,0,0.0,astroturf:Media Bridge LLC (NY AG)
8413,9,9,1.0,9,1.0,0,0.0,astroturf:Media Bridge LLC (NY AG)
8431,9,9,1.0,9,1.0,0,0.0,astroturf:Media Bridge LLC (NY AG)
8414,9,9,1.0,9,1.0,0,0.0,astroturf:Media Bridge LLC (NY AG)
8415,9,9,1.0,9,1.0,0,0.0,astroturf:Media Bridge LLC (NY AG)
8416,9,9,1.0,9,1.0,0,0.0,astroturf:Media Bridge LLC (NY AG)
8417,9,9,1.0,9,1.0,0,0.0,astroturf:Media Bridge LLC (NY AG)
8418,9,9,1.0,9,1.0,0,0.0,astroturf:Media Bridge LLC (NY AG)
8419,9,9,1.0,9,1.0,0,0.0,astroturf:Media Bridge LLC (NY AG)
8420,9,9,1.0,9,1.0,0,0.0,astroturf:Media Bridge LLC (NY AG)
8421,9,9,1.0,9,1.0,0,0.0,astroturf:Media Bridge LLC (NY AG)
25512,7,7,1.0,7,1.0,0,0.0,astroturf:Media Bridge LLC (NY AG)
25539,7,7,1.0,7,1.0,0,0.0,astroturf:Media Bridge LLC (NY AG)
8422,9,9,1.0,9,1.0,0,0.0,astroturf:Media Bridge LLC (NY AG)
8423,9,9,1.0,9,1.0,0,0.0,astroturf:Media Bridge LLC (NY AG)
8424,9,9,1.0,9,1.0,0,0.0,astroturf:Media Bridge LLC (NY AG)
8426,9,9,1.0,9,1.0,0,0.0,astroturf:Media Bridge LLC (NY AG)
8427,9,9,1.0,9,1.0,0,0.0,astroturf:Media Bridge LLC (NY AG)
8428,9,9,1.0,9,1.0,0,0.0,astroturf:Media Bridge LLC (NY AG)
8429,9,9,1.0,9,1.0,0,0.0,astroturf:Media Bridge LLC (NY AG)
25565,7,7,1.0,7,1.0,0,0.0,astroturf:Media Bridge LLC (NY AG)
25574,7,7,1.0,7,1.0,0,0.0,astroturf:Media Bridge LLC (NY AG)
25613,7,7,1.0,7,1.0,0,0.0,astroturf:Media Bridge LLC (NY AG)
8430,9,9,1.0,9,1.0,0,0.0,astroturf:Media Bridge LLC (NY AG)
14474,8,8,1.0,8,1.0,0,0.0,astroturf:Media Bridge LLC (NY AG)
14475,8,8,1.0,8,1.0,0,0.0,astroturf:Media Bridge LLC (NY AG)
14476,8,8,1.0,8,1.0,0,0.0,astroturf:Media Bridge LLC (NY AG)
4334,12,12,1.0,12,1.0,0,0.0,astroturf:Media Bridge LLC (NY AG)
14528,8,8,1.0,8,1.0,0,0.0,astroturf:Media Bridge LLC (NY AG)
14527,8,8,1.0,8,1.0,0,0.0,astroturf:Media Bridge LLC (NY AG)
14526,8,8,1.0,8,1.0,0,0.0,astroturf:Media Bridge LLC (NY AG)
14525,8,8,1.0,8,1.0,0,0.0,astroturf:Media Bridge LLC (NY AG)
4328,12,12,1.0,12,1.0,0,0.0,astroturf:Media Bridge LLC (NY AG)
4327,12,12,1.0,12,1.0,0,0.0,astroturf:Media Bridge LLC (NY AG)
