cluster_id,n,log_e_para_multi,log_e_verb,log_e_full
187,49,-1.7805338248596267,-1.2731209890880115,-1.4949833796195966
188,49,-1.767842482514205,-2.7726388287202646,-2.149015651871051
189,49,-1.7643496113484882,165.5904080851944,164.89726090463446
190,49,-1.7440517252903065,-3.009443238905878,-2.188677070931958
191,49,-1.7251961629835437,-2.4804946004293975,-2.033169132429332
192,49,-1.7943480359483033,165.5904080851944,164.89726090463446
193,49,-1.7803194015674029,-1.2731209890880115,-1.4949027939081039
194,48,-1.7424015248968625,165.5904080851944,164.89726090463446
195,48,-1.7839780679182888,-1.3303239900555006,-1.531643392289725
196,48,-1.7665969454380424,165.5904080851944,164.89726090463446
197,48,-1.8001174210083413,-1.3303239900555006,-1.5378825041075976
198,48,-1.8069689529387016,-1.3303239900555006,-1.5405124967994825
199,48,-1.8059222034748896,165.5904080851944,164.89726090463446
200,48,-1.7794901118772046,-1.3303239900555006,-1.5298974625034334
201,48,-1.7854277676671306,-1.3303239900555006,-1.5322063399096169
202,48,-1.781584411039838,-1.3303239900555006,-1.5307127942563672
203,48,-1.7962758655194895,165.5904080851944,164.89726090463446
204,48,-1.7969335380082476,-2.5180093860941586,-2.093838769278686
205,48,-1.7909371075310445,-1.3303239900555006,-1.5343411763261148
206,48,-1.7642622835834076,165.5904080851944,164.89726090463446
207,48,-1.7407176410310083,1.2695991339697938,0.6245524196606683
208,48,-1.7794901118772046,-2.0601751665519745,-1.910016785722632
209,48,-1.8117944525566008,-1.3303239900555006,-1.5423581283722054
210,48,-1.7270641598577572,-1.3303239900555006,-1.5091464312933587
211,47,-1.7896267091734137,-2.8992670132752125,-2.1978374405050523
212,47,-1.7944897244535687,165.5904080851944,164.89726090463446
213,47,-1.7956526818531113,165.5904080851944,164.89726090463446
214,47,-1.7913369467451128,-1.3881235016037237,-1.5695437847214202
215,47,-1.8027822933561408,165.5904080851944,164.89726090463446
216,47,-1.781081399908189,-1.3881235016037237,-1.5654233872963967
217,47,-1.7466646760627298,21.412182946193383,20.719035765720985
218,47,-1.7851323085565025,165.5904080851944,164.89726090463446
219,47,-1.8060765630534905,-2.5552044669708183,-2.112072867630028
220,47,-1.7905286774826328,-1.3881235016037237,-1.5692199616949267
221,47,-1.7468989049191022,-2.8257625574476815,-2.1473901704889475
222,47,-1.7817785622064033,-1.3881235016037237,-1.5657042890367427
223,47,-1.7851323085565025,-1.3881235016037237,-1.5670539520369333
