cluster_id,n,log_e_para_multi,log_e_verb,log_e_full
3507,13,-1.6844307077564828,165.5904080851944,164.89726090463446
3508,13,-1.2204668050117593,-2.9893178316455598,-1.7561583650528876
3509,13,-1.2727186558120418,165.5904080851944,164.89726090463446
3510,13,-1.5776833586264982,165.5904080851944,164.89726090463446
3511,13,-1.3321028334357046,-2.9893178316455598,-1.850734465322815
3512,13,-1.1289236338492707,3.7343432887786663,3.048891626589367
3513,13,-1.5776833586264982,165.5904080851944,164.89726090463446
3514,13,-1.5960531143417391,23.302408910142187,22.609261729597616
3515,13,-1.8001726338969983,165.5904080851944,164.89726090463446
3516,13,-1.450844868013331,165.5904080851944,164.89726090463446
3517,13,-1.514199125367164,3.7343432887786663,3.0464375206707643
3518,13,-1.3188538776902328,-1.8710545741214077,-1.5573131715826247
3519,13,-0.6566541357001745,-1.8710545741214077,-1.0898337958757813
3520,13,-1.4387673402146388,1.3569318873337628,0.7230645716950167
3521,13,-1.2526206885641722,-0.5044440158943448,-0.8101348658162284
3522,13,-1.5847158459689217,-2.7782522325734873,-2.0130806725183095
3523,13,-1.6720033993131032,6.74425568586143,6.051329721580847
3524,13,-1.1678135287829559,-2.9893178316455598,-1.7110055053428743
3525,13,-1.667678569421855,165.5904080851944,164.89726090463446
3526,13,-1.5127346622152396,-2.9893178316455598,-2.0001556422102755
3527,13,-1.3560856864681257,-2.9893178316455598,-1.8708379062219618
3528,13,-1.7604144613412962,-2.9893178316455598,-2.196895666333733
3529,13,-1.146944816925891,-2.7782522325734873,-1.6613823055316228
3530,13,-1.4533177811033422,-2.7782522325734873,-1.9107445258480187
3531,13,-1.600309522520843,36.45278160585773,35.75963442529778
3532,13,-1.7653733298789271,-2.7782522325734873,-2.1487062200744376
3533,13,-1.8001726338969983,-2.7782522325734873,-2.1741154274868575
3534,13,-1.8001726338969983,-2.7782522325734873,-2.1741154274868575
3535,13,-1.8001726338969983,-2.7782522325734873,-2.1741154274868575
3536,13,-1.8001726338969983,-2.7782522325734873,-2.1741154274868575
3537,13,-1.7653733298789271,-2.7782522325734873,-2.1487062200744376
3538,13,-1.7607332711360497,-2.7782522325734873,-2.1453002486471053
3539,13,-1.8001726338969983,-2.9893178316455598,-2.22751422869915
3540,13,-1.8001726338969983,-2.7782522325734873,-2.1741154274868575
3541,13,-1.5650134260508302,-2.7782522325734873,-1.9979270424168
3542,13,-1.8001726338969983,-2.7782522325734873,-2.1741154274868575
3543,13,-1.7653733298789271,-2.7782522325734873,-2.1487062200744376
3544,13,-1.3167442307461255,-2.9893178316455598,-1.8378195236093884
3545,13,-1.7175101654280853,-0.5044440158943448,-0.9373180689935589
3546,13,-1.8001726338969983,-2.7782522325734873,-2.1741154274868575
3547,13,-1.8001726338969983,-2.7782522325734873,-2.1741154274868575
3548,13,-1.694438472118616,-2.7782522325734873,-2.0961833666671157
3549,13,-1.8001726338969983,-2.7782522325734873,-2.1741154274868575
3550,13,-1.5127346622152396,-1.893328510278295,-1.685033364053894
3551,13,-0.3928291093266766,-1.8710545741214077,-0.8805552603387456
3552,13,-1.1725661330620474,-1.8710545741214077,-1.4620254576680871
3553,13,-0.7930120787728879,-1.8710545741214077,-1.193294935576464
3554,13,10.688450462224617,-1.8710545741214077,9.995306793025863
3555,13,-1.6888095690476583,-1.8710545741214077,-1.7757861490743627
3556,13,-1.4170563876962337,-1.8710545741214077,-1.6185094594022473
3557,13,-1.7644730517401994,1.3569318873337628,0.7069353547687393
3558,13,-0.9982941787645503,-1.8710545741214077,-1.342337332166979
3559,13,-1.403009082010542,-2.7782522325734873,-1.870792677205833
3560,13,-1.7763626246499422,-1.8710545741214077,-1.822588197220011
3561,13,-1.75372558393516,-1.8710545741214077,-1.810670303637853
3562,13,-1.6195555688361498,-1.8710545741214077,-1.7374193527399262
3563,13,-0.7583277213824624,-1.8710545741214077,-1.1673028375215946
3564,13,-1.6952447983635581,-1.8710545741214077,-1.779291017247545
3565,13,-1.145942548689455,-2.9893178316455598,-1.692151618141279
3566,13,-1.7546338186387045,-2.9893178316455598,-2.1924206845388285
3567,13,-1.8049998014592912,-2.9893178316455598,-2.231212591674155
3568,13,-1.1476864571646206,-1.8710545741214077,-1.445341040049768
3569,13,-1.0832492887193215,-1.8710545741214077,-1.4014992007324811
3570,13,-0.9305694114483117,-1.8710545741214077,-1.2940975253180191
3571,13,-1.4173319973909388,1.3569318873337628,0.7243108672617194
3572,13,-1.3321028334357046,-0.5044440158943448,-0.8349839362982237
3573,13,0.3187339467052841,-1.8710545741214077,-0.2683066193343552
3574,13,-1.2321314076119092,-1.8710545741214077,-1.5014101738374328
3575,13,-1.0887146468425488,-1.8710545741214077,-1.4052526570039876
3576,13,-1.278687501074505,-1.8710545741214077,-1.5316353820250392
3577,13,-0.47482930609030793,-1.8710545741214077,-0.9468112425532936
3578,13,-0.8620058445817851,-2.9893178316455598,-1.4425771590741587
3579,13,-1.3518168005408828,-0.5044440158943448,-0.8409387292039312
3580,13,-1.2876163148763777,-1.8710545741214077,-1.5373755696055071
3581,13,-1.0572547677566089,-1.8710545741214077,-1.383559242276573
3582,13,-1.4710124548033956,-1.8710545741214077,-1.651161285752339
3583,13,-1.2662819461513783,-2.9893178316455598,-1.7951668719337874
3584,13,-1.159276822800141,-1.8710545741214077,-1.4531305992472623
3585,13,-1.5209107908883,6.74425568586143,6.051365798280552
3586,13,-0.949487737361788,-1.893328510278295,-1.3139569780352691
3587,13,-1.2448073813474916,165.5904080851944,164.89726090463446
3588,13,-1.6776630903484309,-1.8710545741214077,-1.7696910661839547
3589,13,-1.2744028773727352,-2.9893178316455598,-1.8020533937576095
3590,13,-1.5737641393065613,15.790194401859942,15.097047250069252
3591,13,-1.6978145542369194,1.3569318873337628,0.709842255651752
3592,13,-0.992858027718813,-2.9893178316455598,-1.5586545369860707
3593,13,-1.6329088194487975,-2.9893178316455598,-2.0968635009224523
3594,13,-1.008849179273678,-1.8710545741214077,-1.3497703880949121
3595,13,-1.4456774362876295,-2.7782522325734873,-1.9047038069717268
3596,13,-1.8082067078215323,-0.5044440158943448,-0.9573873890843925
3597,13,-0.9928448131035181,-1.8710545741214077,-1.338490703201304
3598,13,-1.473720945474914,-1.8710545741214077,-1.6527819716871859
3599,13,-1.0129376955810432,-2.7782522325734873,-1.5481132622099496
3600,13,-1.1654068227252854,-1.8710545741214077,-1.4572384136166647
3601,13,-0.6682005837508137,-1.8710545741214077,-1.0987252008835124
3602,13,-1.1816701103228655,-2.9893178316455598,-1.7229209644350396
3603,13,-0.645106566248408,-1.8710545741214077,-1.0809179905292312
3604,13,-1.6888095690476583,-2.7782522325734873,-2.0919743761404677
3605,13,-1.4925304674758841,-2.9893178316455598,-1.9836775330829286
3606,13,-1.7951965299688588,165.5904080851944,164.89726090463446
3607,13,0.31885500488936924,-1.8710545741214077,-0.26819774756420833
3608,13,-1.242237708253188,-1.893328510278295,-1.5157035527427531
3609,13,-1.4817685128613343,10.613361333511634,9.920219739591047
3610,13,-1.7497277912507898,-1.893328510278295,-1.8189527166640747
3611,13,-0.6476309219890573,-0.5044440158943448,-0.5734768440281254
3612,13,-0.8620058445817851,-2.9893178316455598,-1.4425771590741587
3613,13,-0.6963525490079536,-1.8710545741214077,-1.1203042253178372
3614,13,10.688449993093583,-1.8710545741214077,9.995306323896475
3615,13,-1.2387804529767958,-1.8710545741214077,-1.5057570385971508
3616,13,10.688452245028898,-1.8710545741214077,9.995308575823884
3617,13,-1.352469757152936,-1.8710545741214077,-1.5785159552116599
3618,13,-1.6917279083766612,165.5904080851944,164.89726090463446
3619,13,-0.9519783564607305,-2.9893178316455598,-1.5225759982365155
3620,13,-1.4613759913938873,-2.9893178316455598,-1.9581493200568953
3621,13,-0.900057154499891,3.7343432887786663,3.050861178730542
3622,13,-1.4322801448975673,-1.8710545741214077,-1.6277925898747485
3623,13,-0.7836047120217555,-1.8710545741214077,-1.186267510543181
3624,13,-1.5380302931543837,-2.9893178316455598,-2.0206990158430598
3625,13,-1.2524896498217908,6.74425568586143,6.05144500490397
3626,13,-1.5873515207532667,-2.9893178316455598,-2.060469952722933
3627,13,-1.6721275679714172,-2.9893178316455598,-2.127923062752445
3628,13,-1.4283959459949425,-1.8710545741214077,-1.625429327826105
3629,13,-0.9673240360895622,6.74425568586143,6.051556018965265
3630,13,-1.3860256077220376,-2.9893178316455598,-1.8958243236050758
3631,13,-0.9205822707386833,-1.8710545741214077,-1.2869047402634104
3632,13,-1.6861141994591602,165.5904080851944,164.89726090463446
3633,13,-1.4533177811033422,6.74425568586143,6.051383788242834
3634,13,-1.2288368161109542,1.3569318873337628,0.7364198720503644
3635,13,-1.7921991117797051,-2.9893178316455598,-2.2213961412580994
3636,13,-1.6721275679714172,165.5904080851944,164.89726090463446
3637,13,-0.4110907000735583,-2.9893178316455598,-1.0310724963847777
3638,13,-1.2727186558120418,-1.893328510278295,-1.53563236583146
3639,13,-1.6888095690476583,165.5904080851944,164.89726090463446
3640,13,-1.0858596083851224,-1.8710545741214077,-1.4032926974019526
3641,13,-1.403009082010542,23.302408910142187,22.609261729600888
3642,13,-1.4169009890127802,-1.8710545741214077,-1.6184144163438217
3643,13,-1.461375363300917,-1.8710545741214077,-1.6453804307404831
3644,13,-1.4638575776038842,-1.893328510278295,-1.6557124227984947
3645,13,-1.30901985783708,-1.8710545741214077,-1.5510608481116548
3646,13,-1.6704674393464307,-2.9893178316455598,-2.1266134667321546
3647,13,-0.9450237474439376,-1.8710545741214077,-1.304471908543416
3648,13,-0.09577271345867566,-1.8710545741214077,-0.6323985816363877
3649,13,-1.6731894511368088,-1.893328510278295,-1.7772135223753454
3650,13,-0.7823467628546689,-1.8710545741214077,-1.1853265396899244
3651,13,-0.8760218264846927,-1.8710545741214077,-1.2545689921987997
3652,13,-1.1752600043251815,-2.7782522325734873,-1.6850084580616547
3653,13,-0.9705656420964274,-2.9893178316455598,-1.5390017548672592
3654,13,-1.1759120901575284,-2.7782522325734873,-1.6855512482374952
3655,13,-1.2577944756205925,15.790194401859942,15.097047260759581
3656,13,-1.2671331428458905,165.5904080851944,164.89726090463446
3657,13,-0.9060288601627531,165.5904080851944,164.89726090463446
3658,13,-0.7930120787728879,-2.9893178316455598,-1.3807068232286146
3659,13,-1.627932335916249,-1.893328510278295,-1.7518517503406899
3660,13,-1.1229642822666022,-1.8710545741214077,-1.4286273842398007
3661,13,-0.4924473823517035,-2.9893178316455598,-1.106467082993321
3662,13,-0.9780240430701925,-1.8710545741214077,-1.3279978246105626
3663,13,-1.6917279083766612,-1.8710545741214077,-1.7773768592468406
3664,13,-1.5868046358522616,-1.8710545741214077,-1.71886367119874
3665,13,-1.6503798300725685,-1.8710545741214077,-1.7546423455179916
3666,13,-0.6336532577899174,-2.9893178316455598,-1.2362009147015605
3667,13,-1.450844868013331,-1.8710545741214077,-1.6390382014784435
3668,13,-1.1109105894388651,-1.8710545741214077,-1.4204299731153132
3669,13,-1.449550486809868,3.7343432887786663,3.0467865871598545
3670,13,-1.198950518189774,-2.9893178316455598,-1.7377480208280436
3671,13,-1.0794592200056679,-0.5044440158943448,-0.7511784611134931
3672,13,-1.0185351899738435,-2.9893178316455598,-1.5812264173322146
3673,13,-1.4427933711553664,-2.9893178316455598,-1.942854693910776
3674,13,-1.7653733298789271,-2.7782522325734873,-2.1487062200744376
3675,13,-1.8001726338969983,-2.7782522325734873,-2.1741154274868575
3676,13,-1.8001726338969983,-2.7782522325734873,-2.1741154274868575
3677,13,15.100516044184726,-1.8710545741214077,14.407368906218005
3678,13,-1.7653733298789271,-2.7782522325734873,-2.1487062200744376
3679,13,-1.8001726338969983,165.5904080851944,164.89726090463446
3680,13,-1.7653733298789271,-2.7782522325734873,-2.1487062200744376
3681,13,-1.7546338186387045,-2.9893178316455598,-2.1924206845388285
3682,13,-1.8162972171822311,-1.8710545741214077,-1.8433011464491096
3683,13,-1.8001726338969983,-2.7782522325734873,-2.1741154274868575
3684,13,-1.8001726338969983,-2.7782522325734873,-2.1741154274868575
3685,13,-1.7546338186387045,-2.9893178316455598,-2.1924206845388285
3686,13,-1.8001726338969983,-2.7782522325734873,-2.1741154274868575
3687,13,-1.8001726338969983,-2.7782522325734873,-2.1741154274868575
3688,13,-1.8001726338969983,-2.7782522325734873,-2.1741154274868575
3689,13,-1.2061542174078372,-2.9893178316455598,-1.7439182057908957
3690,13,-1.8001726338969983,-2.7782522325734873,-2.1741154274868575
3691,13,-1.8001726338969983,-2.7782522325734873,-2.1741154274868575
3692,13,-1.8001726338969983,-2.7782522325734873,-2.1741154274868575
3693,13,-1.8001726338969983,-2.9893178316455598,-2.22751422869915
3694,13,-1.8001726338969983,-2.7782522325734873,-2.1741154274868575
3695,13,-1.8001726338969983,-2.9893178316455598,-2.22751422869915
3696,13,-1.8001726338969983,-1.8710545741214077,-1.8349857042583237
3697,13,-1.7653733298789271,-1.8710545741214077,-1.8168185355102309
3698,13,-1.8001726338969983,-2.9893178316455598,-2.22751422869915
3699,13,-0.6963525490079536,-1.8710545741214077,-1.1203042253178372
3700,13,10.688469396480837,-2.9893178316455598,9.995323363578217
3701,13,-0.4110907000735583,-1.8710545741214077,-0.8954004438120138
3702,13,10.688457436948134,-2.9893178316455598,9.995311404059239
3703,13,-0.8138609289265981,-2.9893178316455598,-1.3994493797847634
3704,13,10.688468651680777,-2.9893178316455598,9.995322618779012
3705,13,-0.5749186086273845,165.5904080851944,164.89726090463446
3706,13,-1.062168206183335,165.5904080851944,164.89726090463446
3707,13,-1.7309873098505724,165.5904080851944,164.89726090463446
3708,13,15.123049549463001,-2.9893178316455598,14.42990238251433
3709,13,13.6054527273604,-2.9893178316455598,12.912305608884884
3710,13,10.688449058576035,-2.9893178316455598,9.995303025696757
3711,13,13.6054527273604,-2.9893178316455598,12.912305608884884
3712,13,13.605451983951571,-2.9893178316455598,12.912304865476102
3713,13,15.100515966263622,-2.9893178316455598,14.407368799625143
3714,13,-1.615985443956382,-1.8710545741214077,-1.7354094272708824
3715,13,10.68845597869946,-2.9893178316455598,9.99530994581224
3716,13,13.605452663660197,-2.9893178316455598,12.912305545184687
3717,13,13.605452687069238,-2.9893178316455598,12.912305568593727
3718,13,13.605452687069238,-2.9893178316455598,12.912305568593727
3719,13,-1.7229642338266116,10.613361333511634,9.920218542308902
3720,13,-1.8061187237009109,165.5904080851944,164.89726090463446
3721,13,-1.4849281137008439,165.5904080851944,164.89726090463446
3722,13,-1.6611442776016623,165.5904080851944,164.89726090463446
3723,13,-1.564564517314697,165.5904080851944,164.89726090463446
3724,13,10.688444847476763,165.5904080851944,164.89726090463446
3725,13,-1.7160428767086753,165.5904080851944,164.89726090463446
3726,13,-1.7352658114565036,165.5904080851944,164.89726090463446
3727,13,-1.6689542644673612,165.5904080851944,164.89726090463446
3728,13,-1.4235231090554556,165.5904080851944,164.89726090463446
3729,13,-1.8002521477440858,165.5904080851944,164.89726090463446
3730,13,-1.123726280042071,165.5904080851944,164.89726090463446
3731,13,-1.6899070761915165,165.5904080851944,164.89726090463446
3732,13,-1.5227392938776174,165.5904080851944,164.89726090463446
3733,13,-1.616909225009791,165.5904080851944,164.89726090463446
3734,13,-1.5152146955844015,165.5904080851944,164.89726090463446
3735,13,-1.7387678773823785,165.5904080851944,164.89726090463446
3736,13,-1.778118187449536,165.5904080851944,164.89726090463446
3737,13,-1.5579167226377857,165.5904080851944,164.89726090463446
3738,13,-1.2569902070262038,165.5904080851944,164.89726090463446
3739,13,-1.5028626384729107,165.5904080851944,164.89726090463446
3740,13,-0.6404090122929174,-1.8710545741214077,-1.077284337444333
3741,13,-1.458429860754457,-2.7782522325734873,-1.914780906543164
3742,13,15.100516044184726,-2.9893178316455598,14.407368877546247
3743,13,10.688492688806281,-2.9893178316455598,9.99534665587693
3744,13,13.605454134634726,-1.8710545741214077,12.91230714402405
3745,13,-1.5309119960995592,-1.8710545741214077,-1.6865903480283841
3746,13,-1.7333672109210736,-1.8710545741214077,-1.7998430357782365
3747,13,-1.6634579768973516,-1.893328510278295,-1.7718026770624768
3748,13,-1.667678569421855,3.7343432887786663,3.0456934383339602
3749,13,-1.3321028334357046,-2.9893178316455598,-1.850734465322815
3750,13,-1.154305283695375,-1.8710545741214077,-1.4497929938610108
3751,13,-0.5509455405823817,-1.8710545741214077,-1.0073570215415577
3752,13,-0.6446475430845507,-1.8710545741214077,-1.0805630972980773
3753,13,-1.6611442776016623,-2.9893178316455598,-2.1192503592867524
3754,13,-0.9231284635766268,-1.8710545741214077,-1.2887404283772383
3755,13,-0.3191376430667969,-1.8710545741214077,-0.8201437210900377
3756,13,-1.1701474746921061,23.302408910142187,22.609261729605777
3757,13,-1.3966081126916219,-0.5044440158943448,-0.8541660340580632
3758,13,-1.0362062641182384,-1.8710545741214077,-1.368927334578201
3759,13,-1.4622308191532336,6.74425568586143,6.051381345870841
3760,13,-1.3675388014193786,165.5904080851944,164.89726090463446
3761,13,13.605454010819672,-2.9893178316455598,12.912306892344079
3762,13,10.688461223581507,-1.8710545741214077,9.995317554344966
3763,13,-1.2617441042977813,-1.8710545741214077,-1.5206925335679262
3764,13,-1.8001726338969983,-2.7782522325734873,-2.1741154274868575
3765,13,-1.8001726338969983,-2.7782522325734873,-2.1741154274868575
3766,13,-0.908441378725832,-2.9893178316455598,-1.4839648565718784
3767,13,-1.8001726338969983,-2.7782522325734873,-2.1741154274868575
3768,13,-1.3220494923116015,-2.7782522325734873,-1.8056492817676024
3769,13,-1.1838106836737137,-1.8710545741214077,-1.4695211181260293
3770,13,13.605452270162663,-2.9893178316455598,12.912305151687177
3771,13,-1.3367976033321818,-2.9893178316455598,-1.8546759488426914
3772,13,-1.3828846913282349,165.5904080851944,164.89726090463446
3773,13,-1.376769597352328,165.5904080851944,164.89726090463446
3774,13,-0.9710484024803674,165.5904080851944,164.89726090463446
3775,13,-1.769248385671436,165.5904080851944,164.89726090463446
3776,13,-1.4381412591850256,165.5904080851944,164.89726090463446
3777,13,-1.3808865748052968,165.5904080851944,164.89726090463446
3778,13,10.688446191019052,165.5904080851944,164.89726090463446
3779,13,-1.4765663403378557,-2.9893178316455598,-1.9706143474681599
3780,13,-1.4685221844774732,-2.7782522325734873,-1.9227367951659793
3781,13,-1.2849031498512706,-1.8710545741214077,-1.5356332566073199
3782,13,-1.6952447983635581,-1.8710545741214077,-1.779291017247545
3783,13,-1.475834991603742,-1.8710545741214077,-1.654045733110862
3784,13,-1.7275155132362983,-2.9893178316455598,-2.1713499604179494
3785,13,-1.156890550249139,165.5904080851944,164.89726090463446
3786,13,-1.3220494923116015,-1.893328510278295,-1.5674370013260819
3787,13,-1.6721275679714172,165.5904080851944,164.89726090463446
3788,13,-1.3138174017669413,-2.9893178316455598,-1.8353548020409876
3789,13,-1.1229642822666022,-1.8710545741214077,-1.4286273842398007
3790,13,-1.7559491423140434,-1.8710545741214077,-1.8118466141429654
3791,13,-0.6180358150608245,-0.5044440158943448,-0.5596278947626021
3792,13,-1.550625445365204,-2.7782522325734873,-1.9868175231437348
3793,13,-1.0957681654160298,-1.8710545741214077,-1.4100873086406684
3794,13,-1.4456774362876295,-1.8710545741214077,-1.6359162901490154
3795,13,-1.7653733298789271,-2.7782522325734873,-2.1487062200744376
3796,13,-1.8001726338969983,-2.7782522325734873,-2.1741154274868575
3797,13,-1.8001726338969983,-2.7782522325734873,-2.1741154274868575
3798,13,-1.5810482028444626,-1.893328510278295,-1.7250476941180577
3799,13,13.605454010819672,-2.9893178316455598,12.912306892344079
3800,13,13.605454010819672,-2.9893178316455598,12.912306892344079
3801,13,-1.0274898796231235,165.5904080851944,164.89726090463446
3802,13,-1.7540584504629375,165.5904080851944,164.89726090463446
3803,13,-1.4951743358518323,-2.7782522325734873,-1.9436647655912807
3804,13,-1.383730649053057,-1.8710545741214077,-1.5979962116543913
3805,13,-1.403009082010542,-2.9893178316455598,-1.90994250422095
3806,13,-1.8001726338969983,-2.7782522325734873,-2.1741154274868575
3807,13,15.123049549463001,-2.9893178316455598,14.42990238251433
3808,13,13.605452308644823,-2.9893178316455598,12.912305190169334
3809,13,-1.6805284310753268,165.5904080851944,164.89726090463446
3810,13,-1.2013458548331037,1.3569318873337628,0.7383707018060685
3811,13,-1.7617937275641684,-1.8710545741214077,-1.8149326509404227
3812,13,-1.2215550552473349,165.5904080851944,164.89726090463446
3813,13,-1.3756612515565791,165.5904080851944,164.89726090463446
3814,13,-1.6996713755552468,165.5904080851944,164.89726090463446
3815,13,-1.8049998014592912,165.5904080851944,164.89726090463446
3816,13,-1.0642068873719368,-2.9893178316455598,-1.6211989932085062
3817,13,-0.949487737361788,-1.8710545741214077,-1.3076673014426397
3818,13,-1.8002521477440858,165.5904080851944,164.89726090463446
3819,13,-1.8001726338969983,-2.7782522325734873,-2.1741154274868575
3820,13,-1.7951965299688588,-1.8710545741214077,-1.8324064190879001
3821,13,-1.5772564837209933,165.5904080851944,164.89726090463446
3822,13,-1.3447264180424425,-0.5044440158943448,-0.8388064424667694
3823,13,13.605454010819672,-2.9893178316455598,12.912306892344079
3824,13,-0.8914830059766559,-1.8710545741214077,-1.265833293554584
3825,13,10.68845597869946,-2.9893178316455598,9.99530994581224
3826,13,10.68845565415311,-2.9893178316455598,9.99530962126626
3827,13,-1.7106101102017859,-2.9893178316455598,-2.158150470991697
3828,13,-1.5717097607672075,-1.893328510278295,-1.7196446535359189
3829,13,13.605454134634726,-2.9893178316455598,12.912307016159124
3830,13,-1.2288368161109542,-2.9893178316455598,-1.763304620482542
3831,13,-1.4817685128613343,165.5904080851944,164.89726090463446
3832,13,-1.563113253520354,1.3569318873337628,0.7163119296638364
3833,13,-1.6776630903484309,165.5904080851944,164.89726090463446
3834,13,-1.7798232374729612,-1.8710545741214077,-1.824398871805748
3835,13,-1.6503798300725685,165.5904080851944,164.89726090463446
3836,13,13.605452080393606,-2.9893178316455598,12.912304961918132
3837,13,-0.8481732795503311,-2.9893178316455598,-1.4302082848413162
3838,13,-1.1474260826472915,-2.9893178316455598,-1.693432293462846
3839,13,-1.7653733298789271,-2.7782522325734873,-2.1487062200744376
3840,13,-1.2534214773581431,-2.9893178316455598,-1.7842439163278323
3841,13,-1.435904895903937,165.5904080851944,164.89726090463446
3842,13,-1.5127346622152396,-2.7782522325734873,-1.9573877449227548
3843,13,-1.8001726338969983,-2.7782522325734873,-2.1741154274868575
3844,13,-1.5359257918514637,-2.9893178316455598,-2.0189936158479167
3845,13,-1.8002521477440858,165.5904080851944,164.89726090463446
3846,13,-1.7951965299688588,-1.8710545741214077,-1.8324064190879001
3847,13,-1.8001726338969983,-2.7782522325734873,-2.1741154274868575
3848,13,13.605454051110781,-2.9893178316455598,12.912306932635184
3849,13,-1.44965781694481,165.5904080851944,164.89726090463446
3850,13,-1.6474188647551387,165.5904080851944,164.89726090463446
3851,13,-1.3375738989869974,-1.8710545741214077,-1.5691530625133834
3852,12,10.688490054372076,-2.0601751665519745,9.99534578000486
3853,12,15.100516034863777,-2.0601751665519745,14.407368889557677
3854,12,15.123049549463001,-2.609904311533133,14.429902388794943
3855,12,13.60545389675474,-2.0601751665519745,12.912306873413316
3856,12,13.60545389675474,-2.0601751665519745,12.912306873413316
3857,12,-0.8433997021072582,0.21271448936767356,-0.18195557768705017
3858,12,15.123049549463001,-1.4829714226091153,14.429902430292925
3859,12,15.123049549463001,-2.0601751665519745,14.429902403371392
3860,12,-0.31713140735267564,0.21271448936767356,-0.017519337004837543
3861,12,-0.48910010675008453,-2.609904311533133,-1.0689765167994887
3862,12,15.100515980609465,-2.0601751665519745,14.407368835303368
3863,12,10.688466527238564,-2.0601751665519745,9.995322252939722
3864,12,15.100516034863777,-2.0601751665519745,14.407368889557677
3865,12,0.016319863799545198,-3.0167654017397068,-0.629784582007867
3866,12,-1.1965922462330596,165.5904080851944,164.89726090463446
3867,12,-1.0855795280668303,-1.4829714226091153,-1.2646639740303882
3868,12,0.2336417561951165,-2.609904311533133,-0.4029182583487061
3869,12,-1.0121663947352313,-2.0601751665519745,-1.4047385385358928
3870,12,-1.2247952024457063,165.5904080851944,164.89726090463446
3871,12,-1.0539952380253133,21.805026154588692,21.111878974146904
3872,12,-0.36888707293609735,-2.0601751665519745,-0.8928975709148436
3873,12,10.688459524552039,-2.0601751665519745,9.99531525027355
3874,12,-0.9422878616537029,2.475784776102029,1.814887476928361
3875,12,-0.04328311811795316,-3.0167654017397068,-0.6865693096142372
3876,12,-0.30204112839179764,-2.0601751665519745,-0.8361642155124517
3877,12,-0.46680874383015714,-2.609904311533133,-1.0490487421060597
3878,12,-0.657449087160089,5.4020067617685985,4.711192529267803
3879,12,-0.46680874383015714,-1.4829714226091153,-0.8510154340294387
3880,12,13.605454138707971,-2.0601751665519745,12.91230711536651
3881,12,-0.48910010675008453,-2.0601751665519745,-0.9934288464418661
3882,12,13.60545389675474,-3.0167654017397068,12.912306776598262
3883,12,-0.8073344004845937,0.21271448936767356,-0.172523588008347
3884,12,-0.9797085204707472,-3.0167654017397068,-1.5502735643772032
3885,12,-1.3626861170570912,-3.0167654017397068,-1.8808149459985795
3886,12,-0.9228552660755219,-2.0601751665519745,-1.3378577217362968
3887,12,-1.0431070434032566,-1.4829714226091153,-1.2390466432183809
3888,12,13.605454138707971,-3.0167654017397068,12.912307018551479
3889,12,13.60545389675474,-2.0601751665519745,12.912306873413316
3890,12,13.605454138707971,-2.0601751665519745,12.91230711536651
3891,12,13.605453783396328,-2.0601751665519745,12.912306760054921
3892,12,10.688465846023583,-1.4829714226091153,9.995323841661074
3893,12,-1.2028765660106977,165.5904080851944,164.89726090463446
3894,12,-1.2028765660106977,9.207192330085608,8.514075276670832
3895,12,-0.8242354620415735,165.5904080851944,164.89726090463446
3896,12,-0.9797085204707472,-3.0167654017397068,-1.5502735643772032
3897,12,-1.2247952024457063,-3.0167654017397068,-1.7638218047548588
3898,12,-1.754714738047631,-3.0167654017397068,-2.19860398073746
3899,12,-1.754714738047631,2.475784776102029,1.7970779531399272
3900,12,-1.6655582055318505,-2.609904311533133,-2.0301689769798945
3901,12,-1.2028765660106977,-3.0167654017397068,-1.7450045802863157
3902,12,10.688450768852787,-3.0167654017397068,9.995304704898956
3903,12,-1.1512235818681047,-3.0167654017397068,-1.700432936618447
3904,12,-0.9797085204707472,-3.0167654017397068,-1.5502735643772032
3905,12,-0.5390934142077708,-3.0167654017397068,-1.1516395125796226
3906,12,-1.2505663748966633,165.5904080851944,164.89726090463446
3907,12,-1.4690714284966133,-1.4829714226091153,-1.475997274517748
3908,12,-0.014084714078962834,-2.609904311533133,-0.6352976132117802
3909,12,-1.5148414234830194,165.5904080851944,164.89726090463446
3910,12,10.688466527238564,-2.0601751665519745,9.995322252939722
3911,12,-1.1288920022981954,-2.609904311533133,-1.617135071212044
3912,12,-0.5391431693457189,-2.0601751665519745,-1.0346810046983446
3913,12,10.688467941511163,-2.0601751665519745,9.995323667208211
3914,12,10.688453897997087,-3.0167654017397068,9.995307834039762
3915,12,-1.5220948014461013,-2.609904311533133,-1.9248482545968932
3916,12,-0.703705064962421,5.4020067617685985,4.711087191606131
3917,12,15.100516034863777,-2.0601751665519745,14.407368889557677
3918,12,13.605452624005391,0.21271448936767356,12.912306969631214
3919,12,10.688459129970433,-2.0601751665519745,9.99531485569309
3920,12,-0.2789088850265917,-2.0601751665519745,-0.8163996008418949
3921,12,-1.0756758710303247,-2.0601751665519745,-1.4513689061097106
3922,12,-0.014084714078962834,0.21271448936767356,0.10573088905543115
3923,12,10.68845497380361,-2.0601751665519745,9.995310699538345
3924,12,13.605452624005391,-3.0167654017397068,12.91230550384899
3925,12,-0.7789235056747675,-3.0167654017397068,-1.3706984623628815
3926,12,-1.7209682394293084,-2.609904311533133,-2.069750914157878
3927,12,13.605453820247607,-3.0167654017397068,12.912306700091134
