cluster_id,n,tau,f_anchor,log_e_para_multi,log_e_verb,log_e_full,log_e_para_g0.95,log_e_para_g0.96,log_e_para_g0.97,log_e_para_g0.98,y_astro,span_days,H_day,H_state,H_email,stat_time,stat_geo,stat_email,log_e_time,log_e_geo,log_e_email,log_e_multi5,log_e_multi4_noverb,log_e_para_time,log_e_para_time_geo
48,53,0.0566037735849056,0.1132075471698113,-1.0315968138122185,2.780936032686969,2.1096405081442966,-1.1880292627069358,-1.194942433413891,-1.1128987177374503,-0.7141633907321152,0,68.0,0.44189049586776863,0.06508264462809915,0.1309400826446281,0.5581095041322314,0.9349173553719008,0.8690599173553719,0.756894301412964,-0.20625243458288822,-0.7702733891750464,1.3812171503721469,-0.060653494197173474,0.21836536291250552,0.09582843489556758
49,53,0.0566037735849056,0.0754716981132075,-0.8831726031924438,1.9574805080403217,1.3210798698121606,-1.253231080705557,-1.1323442098302037,-0.9151294209697504,-0.4376464610010838,0,68.0,0.4076114682175288,0.05601469237832875,0.12049790837669627,0.5923885317824712,0.9439853076216712,0.8795020916233037,0.7803706440656349,-0.32816357528363316,-0.865832921086779,0.7717882072885429,-0.06809250582478099,0.2607283195292106,0.10014550597163452
50,53,0.999999,0.0943396226415094,-1.011896440822559,247.31244178905604,246.6192946084961,-1.2570357748230403,-1.192689629095814,-1.0226671370170737,-0.680071081452303,0,571.0,0.17148872072909638,0.056866287828225996,0.36447845804988643,0.8285112792709036,0.943133712171774,0.6355215419501136,0.17645320132411735,-0.34899350497907866,0.2572540337071487,245.70300387662195,-0.11786085723781659,-0.250702644740737,-0.2824048120140089
51,53,0.0566037735849056,0.0943396226415094,-0.9832109934348096,2.480042060238559,1.817741866839886,-1.2381649334093623,-1.2130139725590998,-1.035227036480472,-0.5904637394325487,0,68.0,0.3609523063669826,0.051609366434333157,0.11191166105411544,0.6390476936330174,0.9483906335656669,0.8880883389458846,0.7649576113421844,-0.4151401722304946,-0.9869913509442019,1.1312551277030327,-0.11767063132367839,0.2323059257617316,0.059293200824623415
52,53,0.999999,0.0754716981132075,-0.8778995791771602,241.17092089385503,240.47777371329508,-1.2230722666895046,-1.1323442098302037,-0.9151294209697504,-0.4376464610010838,0,224.0,0.17630751714066487,0.0555794045604909,0.33111914124774167,0.8236924828593352,0.9444205954395091,0.6688808587522583,0.20801573336008716,-0.33547355006409196,0.20180908110982143,239.56148298142094,-0.10939604199826114,-0.1942599850201681,-0.23915141076633084
53,53,0.999999,0.1132075471698113,-1.0281029180237438,241.17092089385503,240.47777371329508,-1.107195449181649,-1.192290649392135,-1.0860891689581622,-0.7782785263599065,0,336.0,0.20761481056556177,0.048912978181468676,0.39654121054195596,0.7923851894344383,0.9510870218185313,0.6034587894580441,0.3788644481228147,-0.4575956235162446,0.324557487555186,239.56148298142094,-0.0422470843053977,-0.09523973358722737,-0.20206999099064882
54,53,0.0754716981132075,0.0943396226415094,-0.9674033776032636,1.0195397952597485,0.4548860170938785,-1.2664605346361388,-1.1424886962976226,-1.025494389374681,-0.5783837554793674,0,6.0,0.7060546875,0.5,0.5,0.2939453125,0.5,0.5,0.0025698217467180484,-0.5370440595778927,0.4149713638814032,0.22368122194130358,-0.13884763460821503,-0.36915117859365965,-0.422044210473709
55,53,0.0566037735849056,0.0377358490566037,-0.6544341855071663,2.2851012760975284,1.6434931377006017,-1.2650718942983987,-0.9257162743653228,-0.5139497387940688,-0.2202112827741758,0,68.0,0.3634583757537787,0.053958806484454544,0.11175503171744068,0.6365416242462213,0.9460411935155455,0.8882449682825593,0.7527969843715934,-0.3698212897633888,-0.9690495749861765,0.9961843752868258,-0.07446311216733625,0.2786409145827631,0.10541752132384263
56,53,0.0566037735849056,0.0566037735849056,-0.7542455211482882,2.480042060238559,1.8255272042590724,-1.3173570269535635,-0.992877559690714,-0.7805509740710517,-0.2421267546356709,0,68.0,0.35468888737108123,0.07000887917491971,0.1226009152380302,0.6453111126289188,0.9299911208250803,0.8773990847619698,0.75911948655206,-0.14729025118809447,-0.8753408481068194,1.1523609145339668,-0.028779426134692976,0.2649607482994174,0.14548555194382717
57,53,0.0566037735849056,0.0943396226415094,-0.9813795203252444,2.780936032686969,2.110753033315977,-1.2284611342217109,-1.194942433413891,-1.035959018044868,-0.5999759283475897,0,68.0,0.39183711942690164,0.06645301159392966,0.14996700914318029,0.6081628805730983,0.9335469884060703,0.8500329908568197,0.7550186904068494,-0.1887222566875777,-0.6168295385395641,1.3865058420215874,-0.03301036531699553,0.22412107185442098,0.10449857838614429
58,53,0.0566037735849056,0.0943396226415094,-0.9919789566370792,2.780936032686969,2.1105136416398445,-1.283968005676849,-1.194942433413891,-1.035959018044868,-0.5999759283475897,0,68.0,0.3933062130177515,0.04715236686390531,0.11797337278106508,0.6066937869822485,0.9528476331360947,0.8820266272189349,0.7556163454815148,-0.4921708348267291,-0.8904099032278197,1.3689277650439096,-0.12739291757140125,0.22304968902457079,0.03635227016061515
59,53,0.2264150943396226,0.0943396226415094,-1.02866454514221,-1.7767955240092017,-1.3343407171314077,-1.2381649334093623,-1.23136338144103,-1.035227036480472,-0.7072859546220854,0,27.0,0.5377901210077365,0.06979591836734696,0.43862775673869453,0.4622098789922635,0.930204081632653,0.5613722432613055,0.6664937787988673,-0.14983039200824422,0.38301833159799514,-0.04048461896400224,0.14678942319647237,0.14188203092773033,0.05377307740619419
60,53,0.0377358490566037,0.1132075471698113,-1.0509187776017623,4.245622031900754,3.5574712392607672,-1.137280327828998,-1.2162888473096314,-1.1080315315603733,-0.7957573806907433,0,44.0,0.31963667820069197,0.07266435986159171,0.3144132653061223,0.680363321799308,0.9273356401384083,0.6855867346938778,0.7044828838048356,-0.10308630138901642,0.15663836096057793,2.697908311152929,0.10526916717173962,0.17076199061178832,0.08754248174715373
61,53,0.0566037735849056,0.0566037735849056,-0.7562005268123292,2.042936347717837,1.4088714915360545,-1.275767713935971,-1.096197481755061,-0.7736428303074577,-0.2192741172417145,0,68.0,0.3712522045855379,0.051776266061980325,0.11791383219954647,0.628747795414462,0.9482237339380197,0.8820861678004536,0.7741582715238498,-0.4388686991070212,-0.9150553285341068,0.823885675337287,-0.08243845637068525,0.2769544389729055,0.090138640114515
