k_rejected,precision_y_astro,precision_attributed,precision_expanded_coord,recall_y_astro,recall_expanded_coord,unexplained_n,unexplained_pct
5755,0.8681146828844483,0.8905299739357081,0.9883579496090357,0.8227931488801054,0.37315489076953356,67,0.011642050390964378
