scenario,pi0,alpha,rep,k_hat,fdr,tdp
S2_3comp_null,0.9,0.05,10,285,0.007017543859649123,0.5549019607843138
S2_3comp_null,0.9,0.1,10,341,0.011730205278592375,0.6607843137254902
S2_3comp_null,0.9,0.15,10,362,0.019337016574585635,0.696078431372549
S2_3comp_null,0.9,0.2,10,376,0.026595744680851064,0.7176470588235294
S2_3comp_null,0.9,0.05,11,267,0.003745318352059925,0.51953125
S2_3comp_null,0.9,0.1,11,307,0.016286644951140065,0.58984375
S2_3comp_null,0.9,0.15,11,335,0.020895522388059702,0.640625
S2_3comp_null,0.9,0.2,11,350,0.025714285714285714,0.666015625
S2_3comp_null,0.9,0.05,12,245,0.00816326530612245,0.5159235668789809
S2_3comp_null,0.9,0.1,12,293,0.013651877133105802,0.613588110403397
S2_3comp_null,0.9,0.15,12,333,0.03003003003003003,0.6857749469214437
S2_3comp_null,0.9,0.2,12,350,0.03428571428571429,0.7176220806794055
S2_3comp_null,0.9,0.05,13,236,0.01694915254237288,0.4566929133858268
S2_3comp_null,0.9,0.1,13,291,0.01718213058419244,0.562992125984252
S2_3comp_null,0.9,0.15,13,325,0.021538461538461538,0.6259842519685039
S2_3comp_null,0.9,0.2,13,350,0.03142857142857143,0.6673228346456693
S2_3comp_null,0.9,0.05,14,285,0.0035087719298245615,0.5328330206378987
S2_3comp_null,0.9,0.1,14,332,0.012048192771084338,0.6153846153846154
S2_3comp_null,0.9,0.15,14,361,0.01662049861495845,0.6660412757973734
S2_3comp_null,0.9,0.2,14,378,0.021164021164021163,0.6941838649155723
S2_3comp_null,0.9,0.05,15,255,0.0,0.5257731958762887
S2_3comp_null,0.9,0.1,15,305,0.013114754098360656,0.6206185567010309
S2_3comp_null,0.9,0.15,15,334,0.014970059880239521,0.6783505154639176
S2_3comp_null,0.9,0.2,15,352,0.022727272727272728,0.709278350515464
S2_3comp_null,0.9,0.05,16,258,0.007751937984496124,0.49902534113060426
S2_3comp_null,0.9,0.1,16,310,0.016129032258064516,0.594541910331384
S2_3comp_null,0.9,0.15,16,337,0.020771513353115726,0.6432748538011696
S2_3comp_null,0.9,0.2,16,362,0.024861878453038673,0.6881091617933723
S2_3comp_null,0.9,0.05,17,220,0.00909090909090909,0.4560669456066946
S2_3comp_null,0.9,0.1,17,275,0.01090909090909091,0.5690376569037657
S2_3comp_null,0.9,0.15,17,300,0.016666666666666666,0.6171548117154811
S2_3comp_null,0.9,0.2,17,321,0.018691588785046728,0.6589958158995816
S2_3comp_null,0.9,0.05,18,236,0.00847457627118644,0.5075921908893709
S2_3comp_null,0.9,0.1,18,289,0.010380622837370242,0.6203904555314533
S2_3comp_null,0.9,0.15,18,313,0.019169329073482427,0.665943600867679
S2_3comp_null,0.9,0.2,18,330,0.01818181818181818,0.702819956616052
S2_3comp_null,0.9,0.05,19,225,0.008888888888888889,0.451417004048583
S2_3comp_null,0.9,0.1,19,278,0.017985611510791366,0.5526315789473685
S2_3comp_null,0.9,0.15,19,309,0.032362459546925564,0.6052631578947368
S2_3comp_null,0.9,0.2,19,338,0.03550295857988166,0.659919028340081
S2_3comp_null,0.9,0.05,20,242,0.02066115702479339,0.4817073170731707
S2_3comp_null,0.9,0.1,20,288,0.017361111111111112,0.5752032520325203
S2_3comp_null,0.9,0.15,20,324,0.021604938271604937,0.6443089430894309
S2_3comp_null,0.9,0.2,20,346,0.031791907514450865,0.6808943089430894
S2_3comp_null,0.9,0.05,21,280,0.010714285714285714,0.5431372549019607
S2_3comp_null,0.9,0.1,21,315,0.009523809523809525,0.611764705882353
S2_3comp_null,0.9,0.15,21,331,0.00906344410876133,0.6431372549019608
S2_3comp_null,0.9,0.2,21,346,0.014450867052023121,0.6686274509803921
S2_3comp_null,0.9,0.05,22,296,0.010135135135135136,0.5435992578849722
S2_3comp_null,0.9,0.1,22,345,0.014492753623188406,0.6307977736549165
S2_3comp_null,0.9,0.15,22,373,0.02680965147453083,0.673469387755102
S2_3comp_null,0.9,0.2,22,394,0.03553299492385787,0.7050092764378478
S2_3comp_null,0.9,0.05,23,261,0.007662835249042145,0.5149105367793241
S2_3comp_null,0.9,0.1,23,312,0.019230769230769232,0.6083499005964215
S2_3comp_null,0.9,0.15,23,338,0.026627218934911243,0.6540755467196819
S2_3comp_null,0.9,0.2,23,352,0.03409090909090909,0.6759443339960238
S2_3comp_null,0.9,0.05,24,251,0.0,0.4990059642147117
S2_3comp_null,0.9,0.1,24,297,0.006734006734006734,0.5864811133200796
S2_3comp_null,0.9,0.15,24,330,0.012121212121212121,0.6481113320079522
S2_3comp_null,0.9,0.2,24,356,0.02247191011235955,0.6918489065606361
S2_3comp_null,0.9,0.05,25,252,0.023809523809523808,0.5010183299389002
S2_3comp_null,0.9,0.1,25,299,0.030100334448160536,0.5906313645621182
S2_3comp_null,0.9,0.15,25,331,0.03625377643504532,0.6496945010183299
S2_3comp_null,0.9,0.2,25,354,0.05367231638418079,0.6822810590631364
S2_3comp_null,0.9,0.05,26,226,0.008849557522123894,0.45714285714285713
S2_3comp_null,0.9,0.1,26,277,0.010830324909747292,0.5591836734693878
S2_3comp_null,0.9,0.15,26,301,0.016611295681063124,0.6040816326530613
S2_3comp_null,0.9,0.2,26,318,0.02830188679245283,0.6306122448979592
S2_3comp_null,0.9,0.05,27,201,0.009950248756218905,0.44222222222222224
S2_3comp_null,0.9,0.1,27,253,0.019762845849802372,0.5511111111111111
S2_3comp_null,0.9,0.15,27,276,0.025362318840579712,0.5977777777777777
S2_3comp_null,0.9,0.2,27,302,0.026490066225165563,0.6533333333333333
S2_3comp_null,0.9,0.05,28,250,0.008,0.47692307692307695
S2_3comp_null,0.9,0.1,28,309,0.019417475728155338,0.5826923076923077
S2_3comp_null,0.9,0.15,28,340,0.029411764705882353,0.6346153846153846
S2_3comp_null,0.9,0.2,28,359,0.03064066852367688,0.6692307692307692
S2_3comp_null,0.9,0.05,29,249,0.008032128514056224,0.4768339768339768
S2_3comp_null,0.9,0.1,29,308,0.012987012987012988,0.5868725868725869
S2_3comp_null,0.9,0.15,29,337,0.01483679525222552,0.640926640926641
S2_3comp_null,0.9,0.2,29,359,0.027855153203342618,0.6737451737451737
S2_3comp_null,0.9,0.05,30,276,0.0036231884057971015,0.537109375
S2_3comp_null,0.9,0.1,30,315,0.006349206349206349,0.611328125
S2_3comp_null,0.9,0.15,30,343,0.011661807580174927,0.662109375
S2_3comp_null,0.9,0.2,30,368,0.021739130434782608,0.703125
S2_3comp_null,0.9,0.05,31,249,0.004016064257028112,0.4891518737672584
S2_3comp_null,0.9,0.1,31,306,0.013071895424836602,0.5956607495069034
S2_3comp_null,0.9,0.15,31,334,0.017964071856287425,0.6469428007889546
S2_3comp_null,0.9,0.2,31,349,0.03151862464183381,0.6666666666666666
S2_3comp_null,0.9,0.05,32,247,0.012145748987854251,0.4850894632206759
S2_3comp_null,0.9,0.1,32,296,0.02702702702702703,0.5725646123260437
S2_3comp_null,0.9,0.15,32,327,0.03058103975535168,0.6302186878727635
S2_3comp_null,0.9,0.2,32,355,0.04507042253521127,0.6739562624254473
S2_3comp_null,0.9,0.05,33,274,0.0072992700729927005,0.5009208103130756
S2_3comp_null,0.9,0.1,33,339,0.008849557522123894,0.6187845303867403
S2_3comp_null,0.9,0.15,33,369,0.01084010840108401,0.6721915285451197
S2_3comp_null,0.9,0.2,33,392,0.017857142857142856,0.7090239410681399
S2_3comp_null,0.9,0.05,34,250,0.004,0.49700598802395207
S2_3comp_null,0.9,0.1,34,300,0.006666666666666667,0.5948103792415169
S2_3comp_null,0.9,0.15,34,331,0.021148036253776436,0.6467065868263473
S2_3comp_null,0.9,0.2,34,354,0.02824858757062147,0.6866267465069861
S2_3comp_null,0.9,0.05,35,256,0.01953125,0.503006012024048
S2_3comp_null,0.9,0.1,35,304,0.023026315789473683,0.5951903807615231
S2_3comp_null,0.9,0.15,35,329,0.0243161094224924,0.6432865731462926
S2_3comp_null,0.9,0.2,35,350,0.025714285714285714,0.6833667334669339
S2_3comp_null,0.9,0.05,36,257,0.01556420233463035,0.4990138067061144
S2_3comp_null,0.9,0.1,36,312,0.022435897435897436,0.6015779092702169
S2_3comp_null,0.9,0.15,36,343,0.026239067055393587,0.6587771203155819
S2_3comp_null,0.9,0.2,36,365,0.03287671232876712,0.6962524654832347
S2_3comp_null,0.9,0.05,37,217,0.004608294930875576,0.43548387096774194
S2_3comp_null,0.9,0.1,37,282,0.01773049645390071,0.5584677419354839
S2_3comp_null,0.9,0.15,37,321,0.028037383177570093,0.6290322580645161
S2_3comp_null,0.9,0.2,37,344,0.03488372093023256,0.6693548387096774
S2_3comp_null,0.9,0.05,38,269,0.007434944237918215,0.5076045627376425
S2_3comp_null,0.9,0.1,38,338,0.011834319526627219,0.6349809885931559
S2_3comp_null,0.9,0.15,38,368,0.019021739130434784,0.6863117870722434
S2_3comp_null,0.9,0.2,38,381,0.026246719160104987,0.7053231939163498
S2_3comp_null,0.9,0.05,39,227,0.004405286343612335,0.47780126849894294
S2_3comp_null,0.9,0.1,39,280,0.014285714285714285,0.5835095137420718
S2_3comp_null,0.9,0.15,39,298,0.016778523489932886,0.6194503171247357
S2_3comp_null,0.9,0.2,39,324,0.015432098765432098,0.6744186046511628
S2_3comp_null,0.9,0.05,40,218,0.009174311926605505,0.43548387096774194
S2_3comp_null,0.9,0.1,40,281,0.021352313167259787,0.5544354838709677
S2_3comp_null,0.9,0.15,40,307,0.03257328990228013,0.5987903225806451
S2_3comp_null,0.9,0.2,40,337,0.03857566765578635,0.6532258064516129
S2_3comp_null,0.9,0.05,41,242,0.012396694214876033,0.4887525562372188
S2_3comp_null,0.9,0.1,41,289,0.01730103806228374,0.5807770961145194
S2_3comp_null,0.9,0.15,41,326,0.02147239263803681,0.6523517382413088
S2_3comp_null,0.9,0.2,41,351,0.02849002849002849,0.6973415132924335
S2_3comp_null,0.9,0.05,42,255,0.011764705882352941,0.4790874524714829
S2_3comp_null,0.9,0.1,42,313,0.01597444089456869,0.5855513307984791
S2_3comp_null,0.9,0.15,42,349,0.02865329512893983,0.6444866920152091
S2_3comp_null,0.9,0.2,42,373,0.03485254691689008,0.6844106463878327
S2_3comp_null,0.9,0.05,43,259,0.007722007722007722,0.5079051383399209
S2_3comp_null,0.9,0.1,43,303,0.0297029702970297,0.5810276679841897
S2_3comp_null,0.9,0.15,43,341,0.03519061583577713,0.650197628458498
S2_3comp_null,0.9,0.2,43,355,0.036619718309859155,0.6758893280632411
S2_3comp_null,0.9,0.05,44,258,0.011627906976744186,0.5141129032258065
S2_3comp_null,0.9,0.1,44,310,0.01935483870967742,0.6129032258064516
S2_3comp_null,0.9,0.15,44,340,0.026470588235294117,0.6673387096774194
S2_3comp_null,0.9,0.2,44,348,0.034482758620689655,0.6774193548387096
S2_3comp_null,0.9,0.05,45,250,0.004,0.48823529411764705
S2_3comp_null,0.9,0.1,45,289,0.006920415224913495,0.5627450980392157
S2_3comp_null,0.9,0.15,45,317,0.00946372239747634,0.615686274509804
S2_3comp_null,0.9,0.2,45,344,0.01744186046511628,0.6627450980392157
S2_3comp_null,0.9,0.05,46,238,0.029411764705882353,0.5179372197309418
S2_3comp_null,0.9,0.1,46,273,0.03296703296703297,0.5919282511210763
S2_3comp_null,0.9,0.15,46,297,0.04713804713804714,0.6345291479820628
S2_3comp_null,0.9,0.2,46,313,0.04792332268370607,0.6681614349775785
S2_3comp_null,0.9,0.05,47,251,0.0,0.47718631178707227
S2_3comp_null,0.9,0.1,47,309,0.012944983818770227,0.5798479087452472
S2_3comp_null,0.9,0.15,47,330,0.01818181818181818,0.6159695817490495
S2_3comp_null,0.9,0.2,47,347,0.01729106628242075,0.6482889733840305
S2_3comp_null,0.9,0.05,48,271,0.0036900369003690036,0.5410821643286573
S2_3comp_null,0.9,0.1,48,315,0.01904761904761905,0.6192384769539078
S2_3comp_null,0.9,0.15,48,346,0.02023121387283237,0.6793587174348698
S2_3comp_null,0.9,0.2,48,361,0.0221606648199446,0.7074148296593187
S2_3comp_null,0.9,0.05,49,236,0.00847457627118644,0.46062992125984253
S2_3comp_null,0.9,0.1,49,296,0.016891891891891893,0.5728346456692913
S2_3comp_null,0.9,0.15,49,342,0.03508771929824561,0.6496062992125984
S2_3comp_null,0.9,0.2,49,357,0.0392156862745098,0.6751968503937008
S2_3comp_null,0.9,0.05,50,257,0.019455252918287938,0.5029940119760479
S2_3comp_null,0.9,0.1,50,305,0.01639344262295082,0.5988023952095808
S2_3comp_null,0.9,0.15,50,334,0.023952095808383235,0.6506986027944112
S2_3comp_null,0.9,0.2,50,348,0.031609195402298854,0.6726546906187625
S2_3comp_null,0.9,0.05,51,253,0.015810276679841896,0.498
S2_3comp_null,0.9,0.1,51,315,0.025396825396825397,0.614
S2_3comp_null,0.9,0.15,51,338,0.026627218934911243,0.658
S2_3comp_null,0.9,0.2,51,353,0.031161473087818695,0.684
S2_3comp_null,0.9,0.05,52,268,0.007462686567164179,0.5225933202357563
S2_3comp_null,0.9,0.1,52,308,0.00974025974025974,0.5992141453831041
S2_3comp_null,0.9,0.15,52,335,0.014925373134328358,0.6483300589390962
S2_3comp_null,0.9,0.2,52,353,0.0169971671388102,0.6817288801571709
S2_3comp_null,0.9,0.05,53,263,0.011406844106463879,0.48237476808905383
S2_3comp_null,0.9,0.1,53,313,0.019169329073482427,0.5695732838589982
S2_3comp_null,0.9,0.15,53,339,0.02064896755162242,0.6159554730983302
S2_3comp_null,0.9,0.2,53,366,0.01912568306010929,0.6660482374768089
S2_3comp_null,0.9,0.05,54,239,0.008368200836820083,0.49375
S2_3comp_null,0.9,0.1,54,284,0.017605633802816902,0.58125
S2_3comp_null,0.9,0.15,54,309,0.019417475728155338,0.63125
S2_3comp_null,0.9,0.2,54,319,0.025078369905956112,0.6479166666666667
S2_3comp_null,0.9,0.05,55,246,0.0040650406504065045,0.49295774647887325
S2_3comp_null,0.9,0.1,55,308,0.012987012987012988,0.6116700201207244
S2_3comp_null,0.9,0.15,55,336,0.026785714285714284,0.6579476861167002
S2_3comp_null,0.9,0.2,55,361,0.0332409972299169,0.7022132796780685
S2_3comp_null,0.9,0.05,56,255,0.011764705882352941,0.5121951219512195
S2_3comp_null,0.9,0.1,56,297,0.016835016835016835,0.5934959349593496
S2_3comp_null,0.9,0.15,56,327,0.01834862385321101,0.6524390243902439
S2_3comp_null,0.9,0.2,56,345,0.020289855072463767,0.6869918699186992
S2_3comp_null,0.9,0.05,57,236,0.0211864406779661,0.47046843177189407
S2_3comp_null,0.9,0.1,57,288,0.027777777777777776,0.570264765784114
S2_3comp_null,0.9,0.15,57,317,0.04100946372239748,0.6191446028513238
S2_3comp_null,0.9,0.2,57,344,0.046511627906976744,0.6680244399185336
S2_3comp_null,0.9,0.05,58,223,0.004484304932735426,0.45121951219512196
S2_3comp_null,0.9,0.1,58,276,0.010869565217391304,0.5548780487804879
S2_3comp_null,0.9,0.15,58,302,0.016556291390728478,0.6036585365853658
S2_3comp_null,0.9,0.2,58,331,0.027190332326283987,0.6544715447154471
S2_3comp_null,0.9,0.05,59,234,0.008547008547008548,0.47443762781186094
S2_3comp_null,0.9,0.1,59,289,0.01384083044982699,0.5828220858895705
S2_3comp_null,0.9,0.15,59,320,0.021875,0.6400817995910021
S2_3comp_null,0.9,0.2,59,342,0.02631578947368421,0.6809815950920245
S2_3comp_null,0.9,0.05,60,256,0.0234375,0.5241090146750524
S2_3comp_null,0.9,0.1,60,298,0.026845637583892617,0.6079664570230608
S2_3comp_null,0.9,0.15,60,319,0.0438871473354232,0.639412997903564
S2_3comp_null,0.9,0.2,60,350,0.05142857142857143,0.6960167714884696
S2_3comp_null,0.9,0.05,61,306,0.00980392156862745,0.5706214689265536
S2_3comp_null,0.9,0.1,61,337,0.011869436201780416,0.6271186440677966
S2_3comp_null,0.9,0.15,61,358,0.0111731843575419,0.6666666666666666
S2_3comp_null,0.9,0.2,61,379,0.0158311345646438,0.7024482109227872
S2_3comp_null,0.9,0.05,62,198,0.005050505050505051,0.4112734864300626
S2_3comp_null,0.9,0.1,62,250,0.012,0.5156576200417536
S2_3comp_null,0.9,0.15,62,286,0.024475524475524476,0.5824634655532359
S2_3comp_null,0.9,0.2,62,317,0.031545741324921134,0.6409185803757829
S2_3comp_null,0.9,0.05,63,210,0.004761904761904762,0.4247967479674797
S2_3comp_null,0.9,0.1,63,268,0.011194029850746268,0.5386178861788617
S2_3comp_null,0.9,0.15,63,297,0.016835016835016835,0.5934959349593496
S2_3comp_null,0.9,0.2,63,321,0.03115264797507788,0.6321138211382114
S2_3comp_null,0.9,0.05,64,260,0.011538461538461539,0.5099206349206349
S2_3comp_null,0.9,0.1,64,308,0.01948051948051948,0.5992063492063492
S2_3comp_null,0.9,0.15,64,343,0.02040816326530612,0.6666666666666666
S2_3comp_null,0.9,0.2,64,356,0.019662921348314606,0.6924603174603174
S2_3comp_null,0.9,0.05,65,212,0.0047169811320754715,0.41865079365079366
S2_3comp_null,0.9,0.1,65,267,0.00749063670411985,0.5257936507936508
S2_3comp_null,0.9,0.15,65,303,0.013201320132013201,0.5932539682539683
S2_3comp_null,0.9,0.2,65,321,0.018691588785046728,0.625
S2_3comp_null,0.9,0.05,66,254,0.007874015748031496,0.4883720930232558
S2_3comp_null,0.9,0.1,66,312,0.009615384615384616,0.5988372093023255
S2_3comp_null,0.9,0.15,66,335,0.014925373134328358,0.6395348837209303
S2_3comp_null,0.9,0.2,66,350,0.017142857142857144,0.6666666666666666
S2_3comp_null,0.9,0.05,67,270,0.011111111111111112,0.5105162523900574
S2_3comp_null,0.9,0.1,67,325,0.03076923076923077,0.6022944550669216
S2_3comp_null,0.9,0.15,67,357,0.03361344537815126,0.6596558317399618
S2_3comp_null,0.9,0.2,67,375,0.037333333333333336,0.6902485659655831
S2_3comp_null,0.9,0.05,68,277,0.010830324909747292,0.5603271983640081
S2_3comp_null,0.9,0.1,68,303,0.019801980198019802,0.6073619631901841
S2_3comp_null,0.9,0.15,68,338,0.03254437869822485,0.6687116564417178
S2_3comp_null,0.9,0.2,68,354,0.03672316384180791,0.6973415132924335
S2_3comp_null,0.9,0.05,69,298,0.006711409395973154,0.5736434108527132
S2_3comp_null,0.9,0.1,69,343,0.008746355685131196,0.6589147286821705
S2_3comp_null,0.9,0.15,69,361,0.013850415512465374,0.689922480620155
S2_3comp_null,0.9,0.2,69,373,0.0160857908847185,0.7112403100775194
S2_3comp_null,0.9,0.05,70,221,0.00904977375565611,0.4524793388429752
S2_3comp_null,0.9,0.1,70,278,0.02877697841726619,0.5578512396694215
S2_3comp_null,0.9,0.15,70,317,0.04416403785488959,0.6260330578512396
S2_3comp_null,0.9,0.2,70,341,0.05571847507331378,0.6652892561983471
S2_3comp_null,0.9,0.05,71,248,0.012096774193548387,0.4841897233201581
S2_3comp_null,0.9,0.1,71,290,0.010344827586206896,0.567193675889328
S2_3comp_null,0.9,0.15,71,331,0.030211480362537766,0.6343873517786561
S2_3comp_null,0.9,0.2,71,353,0.0339943342776204,0.6739130434782609
S2_3comp_null,0.9,0.05,72,267,0.0149812734082397,0.5197628458498024
S2_3comp_null,0.9,0.1,72,317,0.031545741324921134,0.6067193675889329
S2_3comp_null,0.9,0.15,72,343,0.037900874635568516,0.6521739130434783
S2_3comp_null,0.9,0.2,72,359,0.03899721448467967,0.6818181818181818
S2_3comp_null,0.9,0.05,73,252,0.003968253968253968,0.4883268482490272
S2_3comp_null,0.9,0.1,73,308,0.016233766233766232,0.5894941634241245
S2_3comp_null,0.9,0.15,73,324,0.021604938271604937,0.6167315175097277
S2_3comp_null,0.9,0.2,73,343,0.02040816326530612,0.6536964980544747
S2_3comp_null,0.9,0.05,74,278,0.0035971223021582736,0.5452755905511811
S2_3comp_null,0.9,0.1,74,317,0.015772870662460567,0.6141732283464567
S2_3comp_null,0.9,0.15,74,350,0.022857142857142857,0.6732283464566929
S2_3comp_null,0.9,0.2,74,364,0.024725274725274724,0.6988188976377953
S2_3comp_null,0.9,0.05,75,228,0.013157894736842105,0.4639175257731959
S2_3comp_null,0.9,0.1,75,267,0.02247191011235955,0.5381443298969072
S2_3comp_null,0.9,0.15,75,289,0.031141868512110725,0.5773195876288659
S2_3comp_null,0.9,0.2,75,309,0.032362459546925564,0.6164948453608248
S2_3comp_null,0.9,0.05,76,272,0.003676470588235294,0.5282651072124757
S2_3comp_null,0.9,0.1,76,323,0.006191950464396285,0.6257309941520468
S2_3comp_null,0.9,0.15,76,342,0.014619883040935672,0.6569200779727096
S2_3comp_null,0.9,0.2,76,360,0.016666666666666666,0.6900584795321637
S2_3comp_null,0.9,0.05,77,253,0.0,0.5100806451612904
S2_3comp_null,0.9,0.1,77,302,0.006622516556291391,0.6048387096774194
S2_3comp_null,0.9,0.15,77,337,0.011869436201780416,0.6713709677419355
S2_3comp_null,0.9,0.2,77,358,0.0223463687150838,0.7056451612903226
S2_3comp_null,0.9,0.05,78,279,0.007168458781362007,0.5347490347490348
S2_3comp_null,0.9,0.1,78,329,0.015197568389057751,0.6254826254826255
S2_3comp_null,0.9,0.15,78,345,0.017391304347826087,0.6544401544401545
S2_3comp_null,0.9,0.2,78,371,0.02425876010781671,0.6988416988416989
S2_3comp_null,0.9,0.05,79,212,0.0047169811320754715,0.4262626262626263
S2_3comp_null,0.9,0.1,79,265,0.01509433962264151,0.5272727272727272
S2_3comp_null,0.9,0.15,79,302,0.029801324503311258,0.591919191919192
S2_3comp_null,0.9,0.2,79,326,0.03067484662576687,0.6383838383838384
S2_3comp_null,0.9,0.05,80,228,0.008771929824561403,0.4718162839248434
S2_3comp_null,0.9,0.1,80,271,0.01845018450184502,0.5553235908141962
S2_3comp_null,0.9,0.15,80,291,0.024054982817869417,0.592901878914405
S2_3comp_null,0.9,0.2,80,309,0.02912621359223301,0.6263048016701461
S2_3comp_null,0.9,0.05,81,269,0.0037174721189591076,0.5317460317460317
S2_3comp_null,0.9,0.1,81,328,0.018292682926829267,0.6388888888888888
S2_3comp_null,0.9,0.15,81,348,0.02586206896551724,0.6726190476190477
S2_3comp_null,0.9,0.2,81,361,0.030470914127423823,0.6944444444444444
S2_3comp_null,0.9,0.05,82,235,0.01276595744680851,0.48739495798319327
S2_3comp_null,0.9,0.1,82,290,0.017241379310344827,0.5987394957983193
S2_3comp_null,0.9,0.15,82,307,0.02280130293159609,0.6302521008403361
S2_3comp_null,0.9,0.2,82,332,0.03614457831325301,0.6722689075630253
S2_3comp_null,0.9,0.05,83,239,0.012552301255230125,0.4968421052631579
S2_3comp_null,0.9,0.1,83,282,0.02127659574468085,0.5810526315789474
S2_3comp_null,0.9,0.15,83,305,0.019672131147540985,0.6294736842105263
S2_3comp_null,0.9,0.2,83,327,0.024464831804281346,0.671578947368421
S2_3comp_null,0.9,0.05,84,264,0.003787878787878788,0.5057692307692307
S2_3comp_null,0.9,0.1,84,308,0.016233766233766232,0.5826923076923077
S2_3comp_null,0.9,0.15,84,339,0.02064896755162242,0.6384615384615384
S2_3comp_null,0.9,0.2,84,359,0.027855153203342618,0.6711538461538461
S2_3comp_null,0.9,0.05,85,282,0.014184397163120567,0.5295238095238095
S2_3comp_null,0.9,0.1,85,317,0.015772870662460567,0.5942857142857143
S2_3comp_null,0.9,0.15,85,351,0.02849002849002849,0.6495238095238095
S2_3comp_null,0.9,0.2,85,372,0.02956989247311828,0.6876190476190476
S2_3comp_null,0.9,0.05,86,267,0.00749063670411985,0.5
S2_3comp_null,0.9,0.1,86,322,0.009316770186335404,0.6018867924528302
S2_3comp_null,0.9,0.15,86,353,0.014164305949008499,0.6566037735849056
S2_3comp_null,0.9,0.2,86,369,0.018970189701897018,0.6830188679245283
S2_3comp_null,0.9,0.05,87,251,0.00398406374501992,0.4921259842519685
S2_3comp_null,0.9,0.1,87,306,0.013071895424836602,0.594488188976378
S2_3comp_null,0.9,0.15,87,333,0.024024024024024024,0.639763779527559
S2_3comp_null,0.9,0.2,87,348,0.028735632183908046,0.6653543307086615
S2_3comp_null,0.9,0.05,88,266,0.011278195488721804,0.4981060606060606
S2_3comp_null,0.9,0.1,88,317,0.015772870662460567,0.5909090909090909
S2_3comp_null,0.9,0.15,88,344,0.020348837209302327,0.6382575757575758
S2_3comp_null,0.9,0.2,88,361,0.024930747922437674,0.6666666666666666
S2_3comp_null,0.9,0.05,89,288,0.006944444444444444,0.5238095238095238
S2_3comp_null,0.9,0.1,89,348,0.017241379310344827,0.6263736263736264
S2_3comp_null,0.9,0.15,89,379,0.026385224274406333,0.6758241758241759
S2_3comp_null,0.9,0.2,89,393,0.03307888040712468,0.6959706959706959
S2_3comp_null,0.9,0.05,90,262,0.026717557251908396,0.4932301740812379
S2_3comp_null,0.9,0.1,90,313,0.02875399361022364,0.5880077369439072
S2_3comp_null,0.9,0.15,90,349,0.03724928366762178,0.6499032882011605
S2_3comp_null,0.9,0.2,90,371,0.03504043126684636,0.6924564796905223
S2_3comp_null,0.9,0.05,91,215,0.004651162790697674,0.4314516129032258
S2_3comp_null,0.9,0.1,91,266,0.007518796992481203,0.532258064516129
S2_3comp_null,0.9,0.15,91,290,0.010344827586206896,0.5786290322580645
S2_3comp_null,0.9,0.2,91,316,0.015822784810126583,0.6270161290322581
S2_3comp_null,0.9,0.05,92,221,0.004524886877828055,0.4517453798767967
S2_3comp_null,0.9,0.1,92,274,0.0036496350364963502,0.5605749486652978
S2_3comp_null,0.9,0.15,92,302,0.013245033112582781,0.6119096509240246
S2_3comp_null,0.9,0.2,92,332,0.030120481927710843,0.6611909650924025
S2_3comp_null,0.9,0.05,93,228,0.008771929824561403,0.4977973568281938
S2_3comp_null,0.9,0.1,93,263,0.011406844106463879,0.5726872246696035
S2_3comp_null,0.9,0.15,93,296,0.02364864864864865,0.6365638766519823
S2_3comp_null,0.9,0.2,93,313,0.025559105431309903,0.6718061674008811
S2_3comp_null,0.9,0.05,94,233,0.008583690987124463,0.47046843177189407
S2_3comp_null,0.9,0.1,94,282,0.014184397163120567,0.5661914460285132
S2_3comp_null,0.9,0.15,94,310,0.01935483870967742,0.6191446028513238
S2_3comp_null,0.9,0.2,94,323,0.021671826625386997,0.6435845213849287
S2_3comp_null,0.9,0.05,95,213,0.014084507042253521,0.4421052631578947
S2_3comp_null,0.9,0.1,95,271,0.025830258302583026,0.5557894736842105
S2_3comp_null,0.9,0.15,95,299,0.026755852842809364,0.6126315789473684
S2_3comp_null,0.9,0.2,95,315,0.02857142857142857,0.6442105263157895
S2_3comp_null,0.9,0.05,96,228,0.0,0.4662576687116564
S2_3comp_null,0.9,0.1,96,280,0.0035714285714285713,0.5705521472392638
S2_3comp_null,0.9,0.15,96,301,0.0033222591362126247,0.6134969325153374
S2_3comp_null,0.9,0.2,96,334,0.005988023952095809,0.6789366053169734
S2_3comp_null,0.9,0.05,97,253,0.003952569169960474,0.5239085239085239
S2_3comp_null,0.9,0.1,97,303,0.0165016501650165,0.6195426195426196
S2_3comp_null,0.9,0.15,97,327,0.021406727828746176,0.6652806652806653
S2_3comp_null,0.9,0.2,97,338,0.029585798816568046,0.681912681912682
S2_3comp_null,0.9,0.05,98,222,0.0045045045045045045,0.4878587196467991
S2_3comp_null,0.9,0.1,98,264,0.011363636363636364,0.5761589403973509
S2_3comp_null,0.9,0.15,98,296,0.013513513513513514,0.6445916114790287
S2_3comp_null,0.9,0.2,98,311,0.01929260450160772,0.673289183222958
S2_3comp_null,0.9,0.05,99,263,0.0076045627376425855,0.5107632093933464
S2_3comp_null,0.9,0.1,99,319,0.018808777429467086,0.6125244618395304
S2_3comp_null,0.9,0.15,99,345,0.02608695652173913,0.6575342465753424
S2_3comp_null,0.9,0.2,99,370,0.02972972972972973,0.7025440313111546
S3_contam_anchors,0.5,0.05,0,0,0.0,0.0
