cluster_id,n,tau,f_anchor,log_e_para_multi,log_e_verb,log_e_full,log_e_para_g0.95,log_e_para_g0.96,log_e_para_g0.97,log_e_para_g0.98
13362,8,0.125,0.999999,24.40173408132729,-0.7752211214803975,23.708586900778982,4.661234705710959,3.441237046574064,25.78802402353756,13.458212843359657
13363,8,0.25,0.75,12.39188792572655,-1.6985465016538401,11.698741504796269,-0.2685293709264797,0.4601417930602454,0.2793721583636417,13.778178476112613
13364,8,0.25,0.999999,25.303160750901178,-1.6985465016538401,24.61001357034311,2.504184542225728,3.4856049661518576,26.689452641864,13.778178476112613
13365,8,0.25,0.999999,25.303160751140602,-1.6985465016538401,24.610013570582534,4.659787594689282,3.4856049661518576,26.689452641864,13.778178476112613
13366,8,0.25,0.999999,23.202839413057895,-1.6726299116302834,22.509692232513682,0.3805279248452692,1.4102607134648277,24.589126403783606,12.771074919490896
13367,8,0.25,0.999999,36.08103443683653,-1.6985465016538401,35.387887256276585,4.659787594689282,37.46730794183913,26.689452641864,13.778178476112613
13368,8,0.25,0.999999,22.408109878309986,-1.6526464491869355,21.71496269778557,4.395130909886041,3.115738454841847,23.79439341770042,12.360000346963687
13369,8,0.25,0.999999,35.223842747523186,-1.7193113774874862,34.53069556696324,2.5215891132861064,36.61011715499739,25.78802402353756,13.458212843359657
13370,8,0.25,0.999999,23.202839415645695,-1.6726299116302834,22.509692235101483,4.650199000549139,3.199002948706072,24.589126403783606,12.771074919490896
13371,8,0.25,0.999999,35.86367885041274,-1.7399434871842778,35.17053166985279,4.745994566145829,37.24995896071799,26.091265929612682,13.576093439648092
13372,8,0.25,0.999999,23.202839413708848,-1.6726299116302834,22.509692233164635,2.49581283573152,3.199002948706072,24.589126403783606,12.771074919490896
13373,8,0.25,0.999999,36.081034436836525,-1.6985465016538401,35.38788725627658,2.504184542225728,37.46730794183913,26.689452641864,13.778178476112613
13374,8,0.25,0.999999,33.09518534925317,-1.6726299116302834,32.402038168693224,2.49581283573152,34.481429148899075,24.589126403783606,12.771074919490896
13375,8,0.25,0.999999,25.303160750901178,-1.6985465016538401,24.61001357034311,2.504184542225728,3.4856049661518576,26.689452641864,13.778178476112613
13376,8,0.25,0.999999,22.408109874617892,-1.6526464491869355,21.714962694093476,0.3576062202102024,3.115738454841847,23.79439341770042,12.360000346963687
13377,8,0.25,0.999999,24.7049752391061,-1.7399434871842778,24.011828058549433,2.56385591986876,1.557553372251975,26.091265929612682,13.576093439648092
13378,8,0.25,0.999999,39.808861549822126,-1.7193113774874862,39.11571436926218,41.184899939870675,36.61011715499739,25.78802402353756,13.458212843359657
13379,8,0.25,0.999999,24.704975239712283,-1.7399434871842778,24.011828059155615,4.745994566145829,3.4842355366114894,26.091265929612682,13.576093439648092
13380,8,0.25,0.999999,35.223842747523186,-1.7193113774874862,34.53069556696324,1.280994812973708,36.61011715499739,25.78802402353756,13.458212843359657
13381,8,0.25,0.999999,32.37565968910588,-1.6526464491869355,31.682512508545937,4.395130909886041,33.76190715179596,23.79439341770042,12.360000346963687
13382,8,0.25,0.999999,22.408109874617892,-1.6526464491869355,21.714962694093476,0.3576062202102024,3.115738454841847,23.79439341770042,12.360000346963687
13383,8,0.25,0.875,11.384801162267344,-1.6726299116302834,10.69165611587869,0.3805279248452692,0.40098242988185107,1.4572278574824908,12.771074919490896
13384,8,0.125,0.999999,24.40173408068207,-0.7752211214803975,23.70858690013376,1.280994812973708,3.441237046574064,25.78802402353756,13.458212843359657
