alpha,k_rejected,precision_astro,precision_adv,recall_astro,pct_of_K
0.01,2595,0.8466281310211946,0.012716763005780347,0.3618247694334651,0.16478282956565912
0.05,2595,0.8466281310211946,0.012716763005780347,0.3618247694334651,0.16478282956565912
0.1,2595,0.8466281310211946,0.012716763005780347,0.3618247694334651,0.16478282956565912
0.2,2595,0.8466281310211946,0.012716763005780347,0.3618247694334651,0.16478282956565912
