cluster_id,n,kappa_hat,log_e_lrt,log_e_mixlr,T_obs,T_obs_coh,p_coh,frac_astroturf,frac_advocacy,y,log_e_coh,score_supervised
773,33,3840.0,800.0,431.0970642742865,0.9998698234558105,0.9998698234558105,1.1805778640484618e-206,0.0,0.0,0,474.1665251228719,0.0011803860570432823
774,33,3840.0,800.0,376.59661137449666,0.9996647834777832,0.9996647834777832,7.361140203921503e-180,0.0,0.0,0,412.4691018991751,0.0011803860570432823
775,33,3840.0,800.0,360.6718465682906,0.9995580911636353,0.9995580911636353,4.927402465492137e-172,0.0,0.0,0,394.4498240290403,0.0011803860570432823
776,32,2058.527944281561,800.0,58.60763552018819,0.9238355159759521,0.9238355159759521,1.4153170593055895e-29,0.0,0.0,0,66.42761412065147,0.007073715412699191
777,32,3049.119244037668,799.3068528194401,87.98894545095126,0.9525590538978577,0.9525590538978577,1.2062087856189744e-41,0.0,0.375,0,94.21850660703105,0.014235361846905761
778,32,3840.0,800.0,100.16903681621412,0.9611841440200806,0.9611841440200806,6.192941861115069e-47,0.0,0.0,0,106.39808913664697,0.0011803860570432823
779,32,3840.0,800.0,156.92453645824887,0.9850764274597168,0.9850764274597168,6.103535353250203e-73,0.0,0.0,0,166.27984361916305,0.0011803860570432823
780,32,3840.0,800.0,179.51556037210221,0.9898592829704285,0.9898592829704285,1.1216910999300264e-83,0.0,0.0,0,190.99972526131592,0.0011803860570432823
781,32,2937.603029927366,800.0,152.28771210949463,0.9838495850563049,0.9838495850563049,9.320643970899307e-71,0.0,0.0,0,161.25130988067667,0.0018782180914935077
782,32,3840.0,799.3068533765984,133.835796669636,0.977912187576294,0.977912187576294,3.7559912850383547e-62,0.0,0.46875,0,141.43692352456483,0.0011803860570432823
783,32,3840.0,799.3068528194401,186.80393779463415,0.9910516142845154,0.9910516142845154,3.616739376153162e-87,0.0,0.0,0,199.0393301953602,0.0011803860570432823
784,32,3840.0,800.0,165.48894444913594,0.987106442451477,0.987106442451477,5.406808370839719e-77,0.0,0.21875,0,175.61139319170928,0.0011803860570432823
785,32,3840.0,800.0,420.89707864639155,0.9998446106910706,0.9998446106910706,1.2243029276753578e-201,0.0,0.0,0,462.6172320484028,0.0011803860570432823
786,32,3840.0,799.3068528194401,154.27672012941514,0.9843875169754028,0.9843875169754028,1.0804282914125692e-71,0.0,0.25,0,163.40618407392992,0.0011803860570432823
787,32,3840.0,800.0,135.89726311783306,0.9786689281463623,0.9786689281463623,4.177476217077723e-63,0.0,0.0,0,143.63315357025297,0.0011803860570432823
788,32,3840.0,800.0,130.4004747549898,0.9765927195549011,0.9765927195549011,1.443561202424221e-60,0.0,0.0,0,137.78799246178943,0.0011803860570432823
789,32,3840.0,800.0,137.0111857766515,0.9790672659873962,0.9790672659873962,1.2724992276259306e-63,0.0,0.0,0,144.82187799615625,0.0011803860570432823
790,32,3840.0,800.0,131.2125206274012,0.9769113659858704,0.9769113659858704,6.10084950288762e-61,0.0,0.0,0,138.64926264838522,0.0011803860570432823
