method,K,pi_0,dependence,rho,alpha,mean_fdr,sd_fdr,mean_power,sd_power,mean_k,mean_ap,n_reps
BH,2000,0.9,prds_ar1,0.5,0.05,0.04640588018414877,0.020817195441833473,0.6563615133587359,0.04779748760907008,136.785,0.9285364732232886,200
BH,2000,0.9,prds_ar1,0.5,0.1,0.08945974473623126,0.02753561758782899,0.7689270507683696,0.04259552992079555,167.835,0.9285364732232886,200
BH,2000,0.9,prds_ar1,0.5,0.2,0.18101272944208027,0.03555722478170449,0.8718181747683168,0.031793977407761534,211.66,0.9285364732232886,200
BH,2000,0.9,prds_block,0.3,0.01,0.008939513638025256,0.011054666938017314,0.4058111939739329,0.06315960287594548,81.98,0.9304289452488403,200
BH,2000,0.9,prds_block,0.3,0.05,0.04622781052484867,0.02411488666232848,0.6611410731904249,0.05597748437839648,138.92,0.9304289452488403,200
BH,2000,0.9,prds_block,0.3,0.1,0.0907638708857664,0.03575053945332157,0.7722385990695027,0.049656678000515195,170.37,0.9304289452488403,200
BH,2000,0.9,prds_block,0.3,0.2,0.18276217994004818,0.0514201189976879,0.8743857360574657,0.03576584396488247,215.09,0.9304289452488403,200
BH,2000,0.95,independent,0.0,0.01,0.008363201635443473,0.01720948331257776,0.3044892264796606,0.06347881722776666,30.46,0.8823861909009255,200
BH,2000,0.95,independent,0.0,0.05,0.04726486204895821,0.026159326274966914,0.5498573827749994,0.0596719515471591,57.145,0.8823861909009255,200
BH,2000,0.95,independent,0.0,0.1,0.0960591156692821,0.03393633399861234,0.6702399848645274,0.05572416527508401,73.475,0.8823861909009255,200
BH,2000,0.95,independent,0.0,0.2,0.19473405238992014,0.04301037777799462,0.7899022862364015,0.04718051172013264,97.27,0.8823861909009255,200
BH,2000,0.95,prds_ar1,0.5,0.01,0.007568757630832119,0.01581841071027895,0.3020071676556957,0.06967750218141244,30.595,0.8863281284696545,200
BH,2000,0.95,prds_ar1,0.5,0.05,0.04658561351178183,0.03159260893477162,0.5503344765279247,0.07727915637240886,58.055,0.8863281284696545,200
BH,2000,0.95,prds_ar1,0.5,0.1,0.09312289131085726,0.04134988811179307,0.6697785900115107,0.06786938368125352,74.355,0.8863281284696545,200
BH,2000,0.95,prds_ar1,0.5,0.2,0.18516983028924827,0.04919135277803609,0.7918119594755555,0.054914769998934646,97.875,0.8863281284696545,200
BH,2000,0.95,prds_block,0.3,0.01,0.009471999273318467,0.017890145630934832,0.31233826502772544,0.07536638676557887,31.43,0.8890448971918592,200
BH,2000,0.95,prds_block,0.3,0.05,0.04782892211690406,0.03434559066123478,0.5550374428904654,0.07408753831002081,58.19,0.8890448971918592,200
BH,2000,0.95,prds_block,0.3,0.1,0.09465434876811782,0.04729868799319165,0.6770999169056874,0.0671945938135316,74.825,0.8890448971918592,200
BH,2000,0.95,prds_block,0.3,0.2,0.18897066194025128,0.07284317299252724,0.7943194864280452,0.05927187486219709,98.575,0.8890448971918592,200
BH,5000,0.5,independent,0.0,0.01,0.004917388727054589,0.0017439202139724868,0.6570930877702261,0.012365030844073362,1653.185,0.9888008848819716,200
BH,5000,0.5,independent,0.0,0.05,0.024894490081062957,0.0034772455593582094,0.8798444304965759,0.007294378195853047,2258.93,0.9888008848819716,200
BH,5000,0.5,independent,0.0,0.1,0.0499977928451109,0.004553835724018411,0.942598326356106,0.005265933061641383,2484.025,0.9888008848819716,200
BH,5000,0.5,independent,0.0,0.2,0.09981764803256551,0.005798594972761052,0.9803693400503132,0.0029627809777627774,2726.525,0.9888008848819716,200
BH,5000,0.5,prds_ar1,0.5,0.01,0.0049166993622548946,0.0018559144781326864,0.6560587583268304,0.015074932016296418,1649.945,0.9887420364412938,200
BH,5000,0.5,prds_ar1,0.5,0.05,0.025013636938697292,0.003608498177429742,0.8797207322880516,0.008644102536777089,2258.01,0.9887420364412938,200
BH,5000,0.5,prds_ar1,0.5,0.1,0.049928719469664776,0.004931452660360761,0.9423074889944638,0.005391084164990806,2482.06,0.9887420364412938,200
BH,5000,0.5,prds_ar1,0.5,0.2,0.10033961755292323,0.0071759087140027,0.9802168945015439,0.003223110913578322,2726.58,0.9887420364412938,200
BH,5000,0.5,prds_block,0.3,0.01,0.005310620943892457,0.0023211285444865964,0.6611162725392846,0.030119512483535674,1662.24,0.9887256544931948,200
BH,5000,0.5,prds_block,0.3,0.05,0.025514485187968842,0.005486213670995638,0.8822352178596646,0.016436542299769544,2264.125,0.9887256544931948,200
BH,5000,0.5,prds_block,0.3,0.1,0.05124210975067282,0.008515155779501656,0.9432877588544867,0.009988998434308505,2486.52,0.9887256544931948,200
BH,5000,0.5,prds_block,0.3,0.2,0.10177154575075459,0.012137855213073078,0.9804455785134266,0.0048515597962386125,2730.055,0.9887256544931948,200
BH,5000,0.7,independent,0.0,0.01,0.006735755232166402,0.0028148809657923086,0.5746614289730975,0.015883572379240943,864.5,0.9761648913553652,200
BH,5000,0.7,independent,0.0,0.05,0.034924782311903525,0.005205823878519099,0.8229818277393504,0.01112351879091482,1274.17,0.9761648913553652,200
BH,5000,0.7,independent,0.0,0.1,0.06996525773891951,0.006838556538555889,0.9034269436971453,0.008682168340973219,1451.4,0.9761648913553652,200
BH,5000,0.7,independent,0.0,0.2,0.13978052293349028,0.008935153867576907,0.9602193721695214,0.005426366360327566,1667.9,0.9761648913553652,200
BH,5000,0.7,prds_ar1,0.5,0.01,0.007061968500210405,0.0029113103338250057,0.573665916368516,0.021006533183116495,864.72,0.9761859282734677,200
BH,5000,0.7,prds_ar1,0.5,0.05,0.0344754402369981,0.005346683994175369,0.8220014420206992,0.01358774278257597,1274.195,0.9761859282734677,200
BH,5000,0.7,prds_ar1,0.5,0.1,0.06932678682661972,0.007180467031745235,0.9032878495932546,0.009743744916908431,1452.615,0.9761859282734677,200
BH,5000,0.7,prds_ar1,0.5,0.2,0.13945988460731504,0.009938650036916418,0.9602987597066199,0.005645346328429733,1670.255,0.9761859282734677,200
BH,5000,0.7,prds_block,0.3,0.01,0.0071241913965553105,0.003871100608884264,0.575051217173646,0.0337861754970318,871.565,0.9764247602905044,200
BH,5000,0.7,prds_block,0.3,0.05,0.03479949497042159,0.00919331798145346,0.821792787324116,0.02264132972908014,1281.305,0.9764247602905044,200
BH,5000,0.7,prds_block,0.3,0.1,0.07038103572565202,0.014467108590886457,0.9033889154274647,0.01591072076783679,1462.61,0.9764247602905044,200
BH,5000,0.7,prds_block,0.3,0.2,0.14032382947203745,0.020939020161906494,0.9609068989152543,0.009062419105707882,1682.825,0.9764247602905044,200
BH,5000,0.9,independent,0.0,0.01,0.008958423981579498,0.006204586153317168,0.40370061467337925,0.03271434576633819,203.195,0.9295515426165356,200
BH,5000,0.9,independent,0.0,0.05,0.04380915167979585,0.010650215473248016,0.6615793710255841,0.028001490614285036,345.115,0.9295515426165356,200
BH,5000,0.9,independent,0.0,0.1,0.08876161558888054,0.013262966042121701,0.7728416386978937,0.02431680822263997,423.08,0.9295515426165356,200
BH,5000,0.9,independent,0.0,0.2,0.1790381344816073,0.01712477775317515,0.8726558517133828,0.019116388862812216,530.27,0.9295515426165356,200
BH,5000,0.9,prds_ar1,0.5,0.01,0.009215584182439885,0.0071563312244802444,0.40170244247807957,0.032857325234121666,202.545,0.9294420797618885,200
BH,5000,0.9,prds_ar1,0.5,0.05,0.04588424246919118,0.013300623122129056,0.6617662592191745,0.029803461961552646,346.535,0.9294420797618885,200
BH,5000,0.9,prds_ar1,0.5,0.1,0.09030186876565162,0.017330358297708324,0.7748792936781672,0.024400474597248385,425.595,0.9294420797618885,200
BH,5000,0.9,prds_ar1,0.5,0.2,0.17999014991424214,0.023065148226720674,0.8758328315370411,0.01921496580794175,533.805,0.9294420797618885,200
BH,5000,0.9,prds_block,0.3,0.01,0.008835646053519695,0.007448704745873114,0.40493513504063133,0.04733442777471506,205.4,0.9318909502612499,200
BH,5000,0.9,prds_block,0.3,0.05,0.04491630544617289,0.016269980348551403,0.6647758620362036,0.04205507123445173,349.885,0.9318909502612499,200
BH,5000,0.9,prds_block,0.3,0.1,0.08844699809732648,0.024622770204296034,0.7768656808742621,0.034354715561988235,428.535,0.9318909502612499,200
BH,5000,0.9,prds_block,0.3,0.2,0.17840874061917555,0.03681476825108849,0.877633730101806,0.0256529484920635,537.785,0.9318909502612499,200
BH,5000,0.95,independent,0.0,0.01,0.00937034584441593,0.010632563118618932,0.30551408238117456,0.04048837542590654,77.465,0.882234303104972,200
BH,5000,0.95,independent,0.0,0.05,0.04849187825518593,0.01772010721304448,0.5501153146880295,0.043428246070324014,145.2,0.882234303104972,200
BH,5000,0.95,independent,0.0,0.1,0.09590907031617317,0.023005365356531457,0.668860917014022,0.04006683807216945,185.86,0.882234303104972,200
BH,5000,0.95,independent,0.0,0.2,0.1915915355763167,0.027700838465467597,0.7898110828728031,0.035124052482124704,245.555,0.882234303104972,200
BH,5000,0.95,prds_ar1,0.5,0.01,0.01054613160636196,0.011258812506957625,0.30627657049480267,0.04348797664636139,76.825,0.8823896804913951,200
BH,5000,0.95,prds_ar1,0.5,0.05,0.04724006119474386,0.020081454112315374,0.5514431907369165,0.04506661607142652,143.65,0.8823896804913951,200
BH,5000,0.95,prds_ar1,0.5,0.1,0.09455533395427024,0.027323770356160612,0.6687587876424999,0.03926124154131083,183.38,0.8823896804913951,200
BH,5000,0.95,prds_ar1,0.5,0.2,0.19343003160302044,0.03407234739517114,0.791517355602425,0.03166697883089204,243.85,0.8823896804913951,200
BH,5000,0.95,prds_block,0.3,0.01,0.00923178842313969,0.012888207096328761,0.3095311797066399,0.05415713766485954,78.59,0.886294868001207,200
BH,5000,0.95,prds_block,0.3,0.05,0.04626421094068048,0.025233411341632712,0.5477846065095371,0.05648139842736706,144.62,0.886294868001207,200
BH,5000,0.95,prds_block,0.3,0.1,0.09287297568072996,0.0383273217108916,0.6684285446517196,0.05367768446181408,185.805,0.886294868001207,200
BH,5000,0.95,prds_block,0.3,0.2,0.18686077601933396,0.058565677028853305,0.7898617302864295,0.04407004060812975,245.885,0.886294868001207,200
BY,200,0.5,independent,0.0,0.01,0.0010373636261358378,0.004832177581227346,0.3884134575461429,0.0635887075564654,39.05,0.9892544745210473,200
BY,200,0.5,independent,0.0,0.05,0.004162204937702313,0.00793181255884537,0.6345484686102183,0.060992711399956795,63.94,0.9892544745210473,200
BY,200,0.5,independent,0.0,0.1,0.008315305405194453,0.009809162490275533,0.7468965799152437,0.049636707635395294,75.535,0.9892544745210473,200
BY,200,0.5,independent,0.0,0.2,0.018329444526136395,0.014637434584969968,0.8416878848016259,0.04289405981293714,86.005,0.9892544745210473,200
BY,200,0.5,prds_ar1,0.5,0.01,0.000886302323119723,0.004736142696539202,0.38002376995985626,0.08166880035975257,38.24,0.988771029118429,200
BY,200,0.5,prds_ar1,0.5,0.05,0.0035541444283485636,0.007807870177909849,0.6263245398247841,0.07635882120842967,63.11,0.988771029118429,200
BY,200,0.5,prds_ar1,0.5,0.1,0.00733891920374355,0.01063651136770805,0.7369162529733767,0.06552560884849332,74.525,0.988771029118429,200
BY,200,0.5,prds_ar1,0.5,0.2,0.016631536433675223,0.015877164357733044,0.8376720105891188,0.051962539227314454,85.52,0.988771029118429,200
BY,200,0.5,prds_block,0.3,0.01,0.0005241399608297906,0.003329366170733637,0.3803719653874326,0.09419671866700358,38.1,0.9894291054405694,200
BY,200,0.5,prds_block,0.3,0.05,0.004516381395688769,0.008868223876024218,0.6285090208222709,0.08890082516244845,63.19,0.9894291054405694,200
BY,200,0.5,prds_block,0.3,0.1,0.008414346616958416,0.010730179429218022,0.737292466029354,0.07209777065297852,74.42,0.9894291054405694,200
BY,200,0.5,prds_block,0.3,0.2,0.017347342204043548,0.01591973368617652,0.8355733180222049,0.056072003329137164,85.1,0.9894291054405694,200
BY,200,0.7,independent,0.0,0.01,0.0008225108225108224,0.006836359122505698,0.3217487790612168,0.08661744633327757,19.59,0.9765448210476948,200
BY,200,0.7,independent,0.0,0.05,0.004520537992119782,0.01289978843357857,0.5520325877150439,0.08144006586910484,33.66,0.9765448210476948,200
BY,200,0.7,independent,0.0,0.1,0.010766059652805273,0.01774711870451412,0.6606275578353984,0.07140106668918272,40.575,0.9765448210476948,200
BY,200,0.7,independent,0.0,0.2,0.024251502937927633,0.024527644828751673,0.7670513382373377,0.06588632172840356,47.72,0.9765448210476948,200
BY,200,0.7,prds_ar1,0.5,0.01,0.0012920877462473388,0.008224380295014518,0.30775380487531767,0.10672415913995427,18.7,0.9769831487750962,200
BY,200,0.7,prds_ar1,0.5,0.05,0.005356614154109881,0.012798465345530325,0.5546332546441199,0.10641788998466274,33.76,0.9769831487750962,200
BY,200,0.7,prds_ar1,0.5,0.1,0.011256225552746817,0.017135473348705587,0.6692387299967563,0.09107883885727797,40.95,0.9769831487750962,200
BY,200,0.7,prds_ar1,0.5,0.2,0.020899401759997726,0.022771786243393793,0.773033064920149,0.07995749103846161,47.725,0.9769831487750962,200
BY,200,0.7,prds_block,0.3,0.01,0.0007644110275689223,0.006216720466078088,0.30784383851235897,0.10764294801158333,18.425,0.9746541744045558,200
BY,200,0.7,prds_block,0.3,0.05,0.0071610748808973,0.014396677158963936,0.5361830998410952,0.11041441876941344,32.21,0.9746541744045558,200
BY,200,0.7,prds_block,0.3,0.1,0.014620341386568082,0.018606755710564134,0.6466993496674928,0.10423951012555106,39.09,0.9746541744045558,200
BY,200,0.7,prds_block,0.3,0.2,0.024384695223387914,0.027456345280679757,0.7546242891978748,0.09053339251290986,46.08,0.9746541744045558,200
BY,200,0.9,independent,0.0,0.01,0.0026666666666666666,0.027426364538586986,0.22053652056113504,0.12197519201805833,4.45,0.9283031059145571,200
BY,200,0.9,independent,0.0,0.05,0.011408154345654347,0.03734412467970305,0.4030371839571654,0.1434753474430276,8.235,0.9283031059145571,200
BY,200,0.9,independent,0.0,0.1,0.01889109464349234,0.04089507799456424,0.49774838634368607,0.1430213602209037,10.29,0.9283031059145571,200
BY,200,0.9,independent,0.0,0.2,0.034635983873367776,0.052882008032274774,0.5981622502715563,0.13642468711717276,12.58,0.9283031059145571,200
BY,200,0.9,prds_ar1,0.5,0.01,0.0018333333333333335,0.01836338332151355,0.19885766784538914,0.11768765265773463,4.14,0.9323301549155752,200
BY,200,0.9,prds_ar1,0.5,0.05,0.00966593129093129,0.03348927701580195,0.38969853589026393,0.15737705750591008,8.2,0.9323301549155752,200
BY,200,0.9,prds_ar1,0.5,0.1,0.013577049103474261,0.03538538465239899,0.4998567996766024,0.16142880559624911,10.53,0.9323301549155752,200
BY,200,0.9,prds_ar1,0.5,0.2,0.0278595805994009,0.04607755998359977,0.6097166754136467,0.15496734596835648,13.015,0.9323301549155752,200
BY,200,0.9,prds_block,0.3,0.01,0.006641053391053391,0.03789755419443556,0.19132162723244003,0.12980422952784748,3.97,0.9360902616789931,200
BY,200,0.9,prds_block,0.3,0.05,0.010732403926482875,0.03531740837613735,0.37701024140830497,0.1617442419971502,7.855,0.9360902616789931,200
BY,200,0.9,prds_block,0.3,0.1,0.018745987049586122,0.04597997720688726,0.48090512854313944,0.16976954050890905,10.135,0.9360902616789931,200
BY,200,0.9,prds_block,0.3,0.2,0.03002197071155713,0.047501518260337744,0.5950786906757065,0.1675094486478317,12.67,0.9360902616789931,200
BY,200,0.95,independent,0.0,0.01,0.0055000000000000005,0.04089690979276346,0.173455062094768,0.15248647058084494,1.77,0.8932370436207694,200
BY,200,0.95,independent,0.0,0.05,0.008345238095238095,0.044234853283490236,0.320074559019412,0.20099075823296927,3.375,0.8932370436207694,200
BY,200,0.95,independent,0.0,0.1,0.012849206349206348,0.04908147217345677,0.4206264903397256,0.20815165836244046,4.46,0.8932370436207694,200
BY,200,0.95,independent,0.0,0.2,0.03129260037348272,0.06990136934776321,0.5294618518736166,0.20178775072867428,5.775,0.8932370436207694,200
BY,200,0.95,prds_ar1,0.5,0.01,0.005,0.07071067811865474,0.15899700194456387,0.13569392262867452,1.685,0.8853685514315996,200
BY,200,0.95,prds_ar1,0.5,0.05,0.011333333333333332,0.058848763760095846,0.30240012687690704,0.19575230339274322,3.24,0.8853685514315996,200
BY,200,0.95,prds_ar1,0.5,0.1,0.01726208513708514,0.05838573106528522,0.3892636171018524,0.20682063228837216,4.215,0.8853685514315996,200
BY,200,0.95,prds_ar1,0.5,0.2,0.03244678932178932,0.07798393840622402,0.5005400151104485,0.19770190944310573,5.48,0.8853685514315996,200
BY,200,0.95,prds_block,0.3,0.01,0.0,0.0,0.16555719615781533,0.15895263484836292,1.67,0.8795123597819168,200
BY,200,0.95,prds_block,0.3,0.05,0.006922619047619047,0.04520897374718129,0.310338155459092,0.20028031309158564,3.19,0.8795123597819168,200
BY,200,0.95,prds_block,0.3,0.1,0.019427579365079363,0.0756314117828798,0.3841884496652298,0.2219163084642112,4.075,0.8795123597819168,200
BY,200,0.95,prds_block,0.3,0.2,0.03257676555470673,0.08657133199231963,0.4698420289076249,0.23064559681722613,5.12,0.8795123597819168,200
BY,500,0.5,independent,0.0,0.01,0.00043060307595826577,0.0023806338648753042,0.3560076995019869,0.040590702128447356,89.365,0.9891063422649394,200
BY,500,0.5,independent,0.0,0.05,0.002934636920458829,0.0041107922402682205,0.6066899705920968,0.042032231006600244,152.55,0.9891063422649394,200
BY,500,0.5,independent,0.0,0.1,0.00672242566832835,0.0056961791956481825,0.7182107134235717,0.03494422954899535,181.24,0.9891063422649394,200
BY,500,0.5,independent,0.0,0.2,0.013824178390912007,0.008146921343563146,0.8168018704564963,0.02935187725392896,207.58,0.9891063422649394,200
BY,500,0.5,prds_ar1,0.5,0.01,0.000796997422553989,0.0029547623310587708,0.348054451709232,0.05379185913289826,86.91,0.9889087808587237,200
BY,500,0.5,prds_ar1,0.5,0.05,0.00315869883876809,0.004942256780530123,0.5977440957038709,0.053371448191182745,149.555,0.9889087808587237,200
BY,500,0.5,prds_ar1,0.5,0.1,0.006871965177902095,0.0069074909143121,0.7090717898929322,0.04543935934931275,178.115,0.9889087808587237,200
BY,500,0.5,prds_ar1,0.5,0.2,0.013567992285620233,0.009302011995773999,0.8111505481504016,0.03468968417029268,205.12,0.9889087808587237,200
BY,500,0.5,prds_block,0.3,0.01,0.0007848487458284003,0.0029327067299764037,0.36056220706298775,0.07139483284739509,90.325,0.9892421658894207,200
BY,500,0.5,prds_block,0.3,0.05,0.003157479065667115,0.005339807257298407,0.6049534839662298,0.06790373294220031,151.85,0.9892421658894207,200
BY,500,0.5,prds_block,0.3,0.1,0.006962700969615566,0.007563794498865199,0.7147169202881145,0.059331728445978955,180.07,0.9892421658894207,200
BY,500,0.5,prds_block,0.3,0.2,0.014404973984032367,0.01070157150189938,0.8135048193249648,0.044855649146420574,206.48,0.9892421658894207,200
BY,500,0.7,independent,0.0,0.01,0.0008834131536505244,0.004458698397632035,0.2950114504759405,0.05206646806712433,44.305,0.9755473715541056,200
BY,500,0.7,independent,0.0,0.05,0.005654966778881578,0.007911384481373634,0.5285347958753913,0.05647749123037124,79.75,0.9755473715541056,200
BY,500,0.7,independent,0.0,0.1,0.010422996497200496,0.01038012572294429,0.6406001150738738,0.053555095397949684,97.135,0.9755473715541056,200
BY,500,0.7,independent,0.0,0.2,0.021468885211298163,0.012642278293859496,0.7467496920671028,0.048565269966254876,114.495,0.9755473715541056,200
BY,500,0.7,prds_ar1,0.5,0.01,0.0013010795103791343,0.005630424523533594,0.2984694705630919,0.06282801919661245,44.745,0.9766601407821903,200
BY,500,0.7,prds_ar1,0.5,0.05,0.005034085101080864,0.007642426863429158,0.5238196813800183,0.0640918282230303,78.83,0.9766601407821903,200
BY,500,0.7,prds_ar1,0.5,0.1,0.009744139660537054,0.00967832927576099,0.6352069922879926,0.05647315675223225,96.0,0.9766601407821903,200
BY,500,0.7,prds_ar1,0.5,0.2,0.0215576470753828,0.014458993832355119,0.7478001538910515,0.048331112985978635,114.38,0.9766601407821903,200
BY,500,0.7,prds_block,0.3,0.01,0.00046943925778970705,0.0033241227673341924,0.2876206990342723,0.07720091228719525,43.725,0.977563901786059,200
BY,500,0.7,prds_block,0.3,0.05,0.004265077898767168,0.007761194454831833,0.5196831069653826,0.08006602977417018,79.31,0.977563901786059,200
BY,500,0.7,prds_block,0.3,0.1,0.008911012159438502,0.010411979697328714,0.634101362932325,0.07681833514813662,97.2,0.977563901786059,200
BY,500,0.7,prds_block,0.3,0.2,0.019553771877687712,0.015244898664729459,0.7378310002919028,0.06476867697548574,114.31,0.977563901786059,200
BY,500,0.9,independent,0.0,0.01,0.0,0.0,0.18240055296039354,0.07834001665034257,9.265,0.9315855277146023,200
BY,500,0.9,independent,0.0,0.05,0.0045230949542448395,0.01544954523556555,0.3645216029455591,0.09320005038239872,18.585,0.9315855277146023,200
BY,500,0.9,independent,0.0,0.1,0.012500837466094579,0.024074026106494693,0.4705873500175884,0.09349254985881698,24.185,0.9315855277146023,200
BY,500,0.9,independent,0.0,0.2,0.02731654014124859,0.03049004752712023,0.5826136894705818,0.09306295032330608,30.405,0.9315855277146023,200
BY,500,0.9,prds_ar1,0.5,0.01,0.0010756578947368422,0.009090534345095031,0.17775040769209002,0.07545953071318577,9.01,0.9290618882038906,200
BY,500,0.9,prds_ar1,0.5,0.05,0.007618649524684994,0.02376475344078756,0.3527561973152155,0.09562680127581072,17.985,0.9290618882038906,200
BY,500,0.9,prds_ar1,0.5,0.1,0.010894628488978349,0.022927865847201977,0.4569345902796708,0.10330469532942511,23.415,0.9290618882038906,200
BY,500,0.9,prds_ar1,0.5,0.2,0.024777799056037945,0.030418944938150564,0.5697192160698392,0.10647924591292122,29.575,0.9290618882038906,200
BY,500,0.9,prds_block,0.3,0.01,0.001086309523809524,0.008886984889401914,0.18751691700435122,0.08571847451301927,9.395,0.9303040839195209,200
BY,500,0.9,prds_block,0.3,0.05,0.005704651755849387,0.016875321712478734,0.3664585968997669,0.10962987472320312,18.495,0.9303040839195209,200
BY,500,0.9,prds_block,0.3,0.1,0.016232258754085762,0.03163785770317121,0.464411389340699,0.10735504863842815,23.635,0.9303040839195209,200
BY,500,0.9,prds_block,0.3,0.2,0.029860009476990013,0.0387676490230852,0.5777906444496366,0.1088043747892103,29.865,0.9303040839195209,200
BY,500,0.95,independent,0.0,0.01,0.001,0.01414213562373095,0.13446014348132337,0.09192923495411495,3.39,0.8871306485447435,200
BY,500,0.95,independent,0.0,0.05,0.006823343323343323,0.028605587454065867,0.2800910579710234,0.12300418176344574,7.1,0.8871306485447435,200
BY,500,0.95,independent,0.0,0.1,0.014414899642840819,0.03749117671582262,0.35831463198284397,0.12579996367850896,9.175,0.8871306485447435,200
BY,500,0.95,independent,0.0,0.2,0.02500290663069301,0.04424147740169638,0.46665447768152013,0.13029794126669034,12.105,0.8871306485447435,200
BY,500,0.95,prds_ar1,0.5,0.01,0.0034999999999999996,0.03801282513010391,0.13569000052405492,0.09101593879813653,3.44,0.8822574708042177,200
BY,500,0.95,prds_ar1,0.5,0.05,0.007873015873015872,0.035585532720181355,0.27439710025232406,0.11948192144180717,7.04,0.8822574708042177,200
BY,500,0.95,prds_ar1,0.5,0.1,0.014499750249750249,0.04437365208609303,0.3606134698606515,0.13631919325417294,9.3,0.8822574708042177,200
BY,500,0.95,prds_ar1,0.5,0.2,0.027331679757216506,0.05524402925673591,0.4542772376679619,0.13813328906276104,11.83,0.8822574708042177,200
BY,500,0.95,prds_block,0.3,0.01,0.0005555555555555556,0.00785674201318386,0.14133416254316983,0.10810808422490281,3.625,0.8899689161135491,200
BY,500,0.95,prds_block,0.3,0.05,0.005792082917082917,0.02444641160843712,0.2863808450705235,0.13376228983024407,7.31,0.8899689161135491,200
BY,500,0.95,prds_block,0.3,0.1,0.016631615825694772,0.03872559288673819,0.36489081855587885,0.1521471152432537,9.405,0.8899689161135491,200
BY,500,0.95,prds_block,0.3,0.2,0.028805842561403536,0.050646075399093396,0.4634160180786639,0.15653088286964678,12.075,0.8899689161135491,200
BY,1000,0.5,independent,0.0,0.01,0.00047253370359791406,0.0016117119694528037,0.34801329268667547,0.02838821942841232,174.35,0.9891109206395104,200
BY,1000,0.5,independent,0.0,0.05,0.00279425526296337,0.0029832872146208144,0.5965909050240291,0.02773686235180335,299.59,0.9891109206395104,200
BY,1000,0.5,independent,0.0,0.1,0.006256461165994395,0.004371804112100603,0.7043874926358203,0.02488595315954305,354.96,0.9891109206395104,200
BY,1000,0.5,independent,0.0,0.2,0.012586489570282348,0.005435834482198727,0.8059593824783714,0.021233058143622797,408.75,0.9891109206395104,200
BY,1000,0.5,prds_ar1,0.5,0.01,0.0005450142419725567,0.00187486073528792,0.3455815801397011,0.036009746217085394,172.895,0.9889143290855145,200
BY,1000,0.5,prds_ar1,0.5,0.05,0.0032091514762792204,0.003457824883652445,0.5922478616969102,0.033955098076383604,297.15,0.9889143290855145,200
BY,1000,0.5,prds_ar1,0.5,0.1,0.006237015932681568,0.004657905110853649,0.7027801560597838,0.031175396465370677,353.675,0.9889143290855145,200
BY,1000,0.5,prds_ar1,0.5,0.2,0.012874169981993948,0.006015994245663392,0.803700950786343,0.02620841114092188,407.165,0.9889143290855145,200
BY,1000,0.5,prds_block,0.3,0.01,0.0005669222428982693,0.0016723973682146133,0.34328362433121895,0.05993676495600847,172.21,0.9889001863375582,200
BY,1000,0.5,prds_block,0.3,0.05,0.0034334288891912316,0.003945274820905679,0.5876107519437601,0.06014946018150589,295.655,0.9889001863375582,200
BY,1000,0.5,prds_block,0.3,0.1,0.006694176376022982,0.005826521387592201,0.6968624650096935,0.05244567088452659,351.71,0.9889001863375582,200
BY,1000,0.5,prds_block,0.3,0.2,0.013293850452678146,0.008318363696766163,0.8006504605368305,0.04147087642621803,406.785,0.9889001863375582,200
BY,1000,0.7,independent,0.0,0.01,0.0014717646528356306,0.004356968403872208,0.28099932930730437,0.03479258000419488,84.385,0.9755297165768135,200
BY,1000,0.7,independent,0.0,0.05,0.0050796446197342885,0.005762847611083194,0.5063309488488124,0.03362608563767883,152.61,0.9755297165768135,200
BY,1000,0.7,independent,0.0,0.1,0.00991188587241061,0.007247714047266549,0.618236275497004,0.03456840951208716,187.3,0.9755297165768135,200
BY,1000,0.7,independent,0.0,0.2,0.019127314324004774,0.0094198152505559,0.7307986610019502,0.02922466338809245,223.5,0.9755297165768135,200
BY,1000,0.7,prds_ar1,0.5,0.01,0.0009544951868277319,0.0033663844926400486,0.277427751201245,0.04488980525988361,83.035,0.9761877998235242,200
BY,1000,0.7,prds_ar1,0.5,0.05,0.004093476994433319,0.005481518248691453,0.5090525626946064,0.0443612669338416,152.835,0.9761877998235242,200
BY,1000,0.7,prds_ar1,0.5,0.1,0.008854702815576033,0.007191001400690146,0.6192549520467313,0.04238426619496453,186.81,0.9761877998235242,200
BY,1000,0.7,prds_ar1,0.5,0.2,0.01842708457825945,0.009610491867131697,0.7286023729290741,0.03639782004220139,221.9,0.9761877998235242,200
BY,1000,0.7,prds_block,0.3,0.01,0.0009032007828789078,0.003205211385017933,0.2741159878510821,0.06036291795913902,81.76,0.9772004849454377,200
BY,1000,0.7,prds_block,0.3,0.05,0.004146946809632456,0.005174535903456942,0.5028623641823655,0.066759264678496,150.52,0.9772004849454377,200
BY,1000,0.7,prds_block,0.3,0.1,0.008790420889741512,0.007349754294970742,0.618333372385686,0.06163438410920613,185.98,0.9772004849454377,200
BY,1000,0.7,prds_block,0.3,0.2,0.0175559330245801,0.01135222631975835,0.7300791217486627,0.051690922889644095,221.575,0.9772004849454377,200
BY,1000,0.9,independent,0.0,0.01,0.00046536796536796537,0.004643240036885049,0.18013906824259202,0.05425878779866137,18.06,0.9322887605177044,200
BY,1000,0.9,independent,0.0,0.05,0.00519249412505328,0.012016589539296633,0.3516786808671914,0.06700421633334337,35.28,0.9322887605177044,200
